id_orcamento,id_centro,id_conta,mes,valor_orcado
ORC000047,CC02,310001,2024-10-01,21742800.0
ORC000048,CC02,310001,2024-11-01,20742600.0
ORC000049,CC02,310001,2024-12-01,20701600.0
ORC000050,CC02,310001,2025-01-01,21165800.0
ORC000051,CC02,310001,2025-02-01,22155200.0
ORC000052,CC02,310001,2025-03-01,22839800.0
ORC000053,CC02,310001,2025-04-01,25677000.0
ORC000054,CC02,310001,2025-05-01,26351900.0
ORC000055,CC02,310001,2025-06-01,26634600.0
ORC000056,CC02,310001,2025-07-01,26274700.0
ORC000057,CC02,310001,2025-08-01,25804200.0
ORC000058,CC02,310001,2025-09-01,24116300.0
ORC000059,CC02,310001,2025-10-01,23282200.0
ORC000060,CC02,310001,2025-11-01,22342200.0
ORC000061,CC02,310001,2025-12-01,22116200.0
ORC000062,CC02,310001,2026-01-01,22365700.0
ORC000063,CC02,310001,2026-02-01,24266400.0
ORC000064,CC02,310001,2026-03-01,25398500.0
ORC000065,CC02,310001,2026-04-01,26761200.0
ORC000066,CC02,310001,2026-05-01,27914200.0
ORC000067,CC02,310001,2026-06-01,29216700.0
ORC000068,CC02,310001,2026-07-01,28587100.0
ORC000069,CC02,310001,2026-08-01,27661700.0
ORC000070,CC02,310001,2026-09-01,26029100.0
ORC000071,CC02,310001,2026-10-01,24441700.0
ORC000072,CC02,310001,2026-11-01,24188500.0
ORC000073,CC03,310001,2023-12-01,15776000.0
ORC000074,CC03,310001,2024-01-01,16227300.0
ORC000075,CC03,310001,2024-02-01,16231100.0
ORC000076,CC03,310001,2024-03-01,18433100.0
ORC000077,CC03,310001,2024-04-01,19594900.0
ORC000078,CC03,310001,2024-05-01,21052500.0
ORC000079,CC03,310001,2024-06-01,21115300.0
ORC000080,CC03,310001,2024-07-01,21042800.0
ORC000081,CC03,310001,2024-08-01,19896500.0
ORC000082,CC03,310001,2024-09-01,19409400.0
ORC000083,CC03,310001,2024-10-01,18459100.0
ORC000084,CC03,310001,2024-11-01,17110000.0
ORC000085,CC03,310001,2024-12-01,17146000.0
ORC000086,CC03,310001,2025-01-01,17526900.0
ORC000087,CC03,310001,2025-02-01,18190200.0
ORC000088,CC03,310001,2025-03-01,19318400.0
ORC000089,CC03,310001,2025-04-01,21124900.0
ORC000090,CC03,310001,2025-05-01,21964200.0
ORC000091,CC03,310001,2025-06-01,22991600.0
ORC000092,CC03,310001,2025-07-01,22555700.0
ORC000093,CC03,310001,2025-08-01,21500400.0
ORC000094,CC03,310001,2025-09-01,20467100.0
ORC000095,CC03,310001,2025-10-01,19264200.0
ORC000096,CC03,310001,2025-11-01,18230500.0
ORC000097,CC03,310001,2025-12-01,18393800.0
ORC000098,CC03,310001,2026-01-01,19182700.0
ORC000099,CC03,310001,2026-02-01,19227800.0
ORC000100,CC03,310001,2026-03-01,20999200.0
ORC000101,CC03,310001,2026-04-01,22761300.0
ORC000102,CC03,310001,2026-05-01,24144000.0
ORC000103,CC03,310001,2026-06-01,24619400.0
ORC000104,CC03,310001,2026-07-01,23329600.0
ORC000105,CC03,310001,2026-08-01,23170600.0
ORC000106,CC03,310001,2026-09-01,22169800.0
ORC000107,CC03,310001,2026-10-01,21168600.0
ORC000108,CC03,310001,2026-11-01,20198500.0
ORC000109,CC06,310001,2023-12-01,16021100.0
ORC000110,CC06,310001,2024-01-01,16123800.0
ORC000111,CC06,310001,2024-02-01,17588300.0
ORC000112,CC06,310001,2024-03-01,18821900.0
ORC000113,CC06,310001,2024-04-01,19590300.0
ORC000114,CC06,310001,2024-05-01,20450700.0
ORC000115,CC06,310001,2024-06-01,21408600.0
ORC000116,CC06,310001,2024-07-01,21092900.0
ORC000117,CC06,310001,2024-08-01,19959600.0
ORC000118,CC06,310001,2024-09-01,19445300.0
ORC000119,CC06,310001,2024-10-01,18083600.0
ORC000120,CC06,310001,2024-11-01,17343000.0
ORC000121,CC06,310001,2024-12-01,16864300.0
ORC000122,CC06,310001,2025-01-01,17441800.0
ORC000123,CC06,310001,2025-02-01,18484200.0
ORC000124,CC06,310001,2025-03-01,20197400.0
ORC000125,CC06,310001,2025-04-01,20914400.0
ORC000126,CC06,310001,2025-05-01,21246500.0
ORC000127,CC06,310001,2025-06-01,21675400.0
ORC000128,CC06,310001,2025-07-01,22925800.0
ORC000129,CC06,310001,2025-08-01,21863700.0
ORC000130,CC06,310001,2025-09-01,20395200.0
ORC000131,CC06,310001,2025-10-01,18871400.0
ORC000132,CC06,310001,2025-11-01,18360900.0
ORC000133,CC06,310001,2025-12-01,18015700.0
ORC000134,CC06,310001,2026-01-01,18540300.0
ORC000135,CC06,310001,2026-02-01,19762900.0
ORC000136,CC06,310001,2026-03-01,21507500.0
ORC000137,CC06,310001,2026-04-01,22452800.0
ORC000138,CC06,310001,2026-05-01,23473500.0
ORC000139,CC06,310001,2026-06-01,24606700.0
ORC000140,CC06,310001,2026-07-01,24144900.0
ORC000141,CC06,310001,2026-08-01,22960100.0
ORC000142,CC06,310001,2026-09-01,22178400.0
ORC000143,CC06,310001,2026-10-01,21022900.0
ORC000144,CC06,310001,2026-11-01,19497600.0
ORC000145,CC10,310001,2023-12-01,11043500.0
ORC000146,CC10,310001,2024-01-01,11213300.0
ORC000147,CC10,310001,2024-02-01,11960000.0
ORC000148,CC10,310001,2024-03-01,12427100.0
ORC000149,CC10,310001,2024-04-01,13484100.0
ORC000150,CC10,310001,2024-05-01,14195700.0
ORC000151,CC10,310001,2024-06-01,14621700.0
ORC000152,CC10,310001,2024-07-01,14451200.0
ORC000153,CC10,310001,2024-08-01,13742100.0
ORC000154,CC10,310001,2024-09-01,13086700.0
ORC000155,CC10,310001,2024-10-01,12622400.0
ORC000156,CC10,310001,2024-11-01,12320800.0
ORC000157,CC10,310001,2024-12-01,11949600.0
ORC000158,CC10,310001,2025-01-01,11945700.0
ORC000159,CC10,310001,2025-02-01,12696600.0
ORC000160,CC10,310001,2025-03-01,13785100.0
ORC000161,CC10,310001,2025-04-01,14720800.0
ORC000162,CC10,310001,2025-05-01,15569400.0
ORC000163,CC10,310001,2025-06-01,15263000.0
ORC000164,CC10,310001,2025-07-01,15800700.0
ORC000165,CC10,310001,2025-08-01,14951600.0
ORC000166,CC10,310001,2025-09-01,14203800.0
ORC000167,CC10,310001,2025-10-01,13521100.0
ORC000168,CC10,310001,2025-11-01,13279800.0
ORC000169,CC10,310001,2025-12-01,12811300.0
ORC000170,CC10,310001,2026-01-01,13002800.0
ORC000171,CC10,310001,2026-02-01,14079200.0
ORC000172,CC10,310001,2026-03-01,14968500.0
ORC000173,CC10,310001,2026-04-01,15942900.0
ORC000174,CC10,310001,2026-05-01,16661300.0
ORC000175,CC10,310001,2026-06-01,17225800.0
ORC000176,CC10,310001,2026-07-01,16717800.0
ORC000177,CC10,310001,2026-08-01,16660000.0
ORC000178,CC10,310001,2026-09-01,15200000.0
ORC000179,CC10,310001,2026-10-01,14251700.0
ORC000180,CC10,310001,2026-11-01,13703800.0
ORC000181,CC04,310002,2023-12-01,3848100.0
ORC000182,CC04,310002,2024-01-01,3911700.0
ORC000183,CC04,310002,2024-02-01,4210600.0
ORC000184,CC04,310002,2024-03-01,4450100.0
ORC000185,CC04,310002,2024-04-01,4616500.0
ORC000186,CC04,310002,2024-05-01,4775600.0
ORC000187,CC04,310002,2024-06-01,4952700.0
ORC000188,CC04,310002,2024-07-01,4903500.0
ORC000189,CC04,310002,2024-08-01,4732100.0
ORC000190,CC04,310002,2024-09-01,4593000.0
ORC000191,CC04,310002,2024-10-01,4315000.0
ORC000192,CC04,310002,2024-11-01,4258600.0
ORC000193,CC04,310002,2024-12-01,4092000.0
ORC000194,CC04,310002,2025-01-01,4250800.0
ORC000195,CC04,310002,2025-02-01,4492900.0
ORC000196,CC04,310002,2025-03-01,4625200.0
ORC000197,CC04,310002,2025-04-01,4931800.0
ORC000198,CC04,310002,2025-05-01,5188200.0
ORC000199,CC04,310002,2025-06-01,5203900.0
ORC000200,CC04,310002,2025-07-01,5235000.0
ORC000201,CC04,310002,2025-08-01,5002500.0
ORC000202,CC04,310002,2025-09-01,4744400.0
ORC000203,CC04,310002,2025-10-01,4577700.0
ORC000204,CC04,310002,2025-11-01,4464200.0
ORC000205,CC04,310002,2025-12-01,4329500.0
ORC000206,CC04,310002,2026-01-01,4478800.0
ORC000207,CC04,310002,2026-02-01,4704700.0
ORC000208,CC04,310002,2026-03-01,4973300.0
ORC000209,CC04,310002,2026-04-01,5149700.0
ORC000210,CC04,310002,2026-05-01,5340700.0
ORC000211,CC04,310002,2026-06-01,5430200.0
ORC000212,CC04,310002,2026-07-01,5417100.0
ORC000213,CC04,310002,2026-08-01,5210200.0
ORC000214,CC04,310002,2026-09-01,5055300.0
ORC000215,CC04,310002,2026-10-01,4731200.0
ORC000216,CC04,310002,2026-11-01,4725500.0
ORC000217,CC05,310002,2023-12-01,3181100.0
ORC000218,CC05,310002,2024-01-01,3320000.0
ORC000219,CC05,310002,2024-02-01,3456300.0
ORC000220,CC05,310002,2024-03-01,3415000.0
ORC000221,CC05,310002,2024-04-01,3791800.0
ORC000222,CC05,310002,2024-05-01,4007600.0
ORC000223,CC05,310002,2024-06-01,4060000.0
ORC000224,CC05,310002,2024-07-01,4026500.0
ORC000225,CC05,310002,2024-08-01,3920200.0
ORC000226,CC05,310002,2024-09-01,3696700.0
ORC000227,CC05,310002,2024-10-01,3575800.0
ORC000228,CC05,310002,2024-11-01,3439200.0
ORC000229,CC05,310002,2024-12-01,3332800.0
ORC000230,CC05,310002,2025-01-01,3535700.0
ORC000231,CC05,310002,2025-02-01,3641900.0
ORC000232,CC05,310002,2025-03-01,3871100.0
ORC000233,CC05,310002,2025-04-01,3962200.0
ORC000234,CC05,310002,2025-05-01,4107200.0
ORC000235,CC05,310002,2025-06-01,4341900.0
ORC000236,CC05,310002,2025-07-01,4199600.0
ORC000237,CC05,310002,2025-08-01,4111000.0
ORC000238,CC05,310002,2025-09-01,3890700.0
ORC000239,CC05,310002,2025-10-01,3831300.0
ORC000240,CC05,310002,2025-11-01,3571600.0
ORC000241,CC05,310002,2025-12-01,3522100.0
ORC000242,CC05,310002,2026-01-01,3575800.0
ORC000243,CC05,310002,2026-02-01,3805800.0
ORC000244,CC05,310002,2026-03-01,4092600.0
ORC000245,CC05,310002,2026-04-01,4274200.0
ORC000246,CC05,310002,2026-05-01,4293400.0
ORC000247,CC05,310002,2026-06-01,4515700.0
ORC000248,CC05,310002,2026-07-01,4415700.0
ORC000249,CC05,310002,2026-08-01,4323700.0
ORC000250,CC05,310002,2026-09-01,4035400.0
ORC000251,CC05,310002,2026-10-01,3854700.0
ORC000252,CC05,310002,2026-11-01,3787600.0
ORC000253,CC06,310002,2023-12-01,3594900.0
ORC000254,CC06,310002,2024-01-01,3730100.0
ORC000255,CC06,310002,2024-02-01,3932000.0
ORC000256,CC06,310002,2024-03-01,4050800.0
ORC000257,CC06,310002,2024-04-01,4219500.0
ORC000258,CC06,310002,2024-05-01,4561700.0
ORC000259,CC06,310002,2024-06-01,4526000.0
ORC000260,CC06,310002,2024-07-01,4487700.0
ORC000261,CC06,310002,2024-08-01,4410100.0
ORC000262,CC06,310002,2024-09-01,4144900.0
ORC000263,CC06,310002,2024-10-01,3978500.0
ORC000264,CC06,310002,2024-11-01,3805200.0
ORC000265,CC06,310002,2024-12-01,3781100.0
ORC000266,CC06,310002,2025-01-01,3807400.0
ORC000267,CC06,310002,2025-02-01,4025500.0
ORC000268,CC06,310002,2025-03-01,4264200.0
ORC000269,CC06,310002,2025-04-01,4446400.0
ORC000270,CC06,310002,2025-05-01,4567000.0
ORC000271,CC06,310002,2025-06-01,4623000.0
ORC000272,CC06,310002,2025-07-01,4635600.0
ORC000273,CC06,310002,2025-08-01,4542300.0
ORC000274,CC06,310002,2025-09-01,4380800.0
ORC000275,CC06,310002,2025-10-01,4205200.0
ORC000276,CC06,310002,2025-11-01,4007900.0
ORC000277,CC06,310002,2025-12-01,3976300.0
ORC000278,CC06,310002,2026-01-01,4010600.0
ORC000279,CC06,310002,2026-02-01,4164600.0
ORC000280,CC06,310002,2026-03-01,4490700.0
ORC000281,CC06,310002,2026-04-01,4703000.0
ORC000282,CC06,310002,2026-05-01,4970000.0
ORC000283,CC06,310002,2026-06-01,4929200.0
ORC000284,CC06,310002,2026-07-01,5116300.0
ORC000285,CC06,310002,2026-08-01,4667800.0
ORC000286,CC06,310002,2026-09-01,4528400.0
ORC000287,CC06,310002,2026-10-01,4444600.0
ORC000288,CC06,310002,2026-11-01,4291900.0
ORC000289,CC09,320001,2023-12-01,620500.0
ORC000290,CC09,320001,2024-01-01,631600.0
ORC000291,CC09,320001,2024-02-01,636800.0
ORC000292,CC09,320001,2024-03-01,665600.0
ORC000293,CC09,320001,2024-04-01,627300.0
ORC000294,CC09,320001,2024-05-01,643300.0
ORC000295,CC09,320001,2024-06-01,645500.0
ORC000296,CC09,320001,2024-07-01,656400.0
ORC000297,CC09,320001,2024-08-01,640000.0
ORC000298,CC09,320001,2024-09-01,663800.0
ORC000299,CC09,320001,2024-10-01,639300.0
ORC000300,CC09,320001,2024-11-01,656000.0
ORC000301,CC09,320001,2024-12-01,645400.0
ORC000302,CC09,320001,2025-01-01,675900.0
ORC000303,CC09,320001,2025-02-01,653500.0
ORC000304,CC09,320001,2025-03-01,646900.0
ORC000305,CC09,320001,2025-04-01,667200.0
ORC000306,CC09,320001,2025-05-01,665700.0
ORC000307,CC09,320001,2025-06-01,666800.0
ORC000308,CC09,320001,2025-07-01,665400.0
ORC000309,CC09,320001,2025-08-01,653300.0
ORC000310,CC09,320001,2025-09-01,665600.0
ORC000311,CC09,320001,2025-10-01,664600.0
ORC000312,CC09,320001,2025-11-01,655400.0
ORC000313,CC09,320001,2025-12-01,687200.0
ORC000314,CC09,320001,2026-01-01,662300.0
ORC000315,CC09,320001,2026-02-01,683900.0
ORC000316,CC09,320001,2026-03-01,661400.0
ORC000317,CC09,320001,2026-04-01,692800.0
ORC000318,CC09,320001,2026-05-01,683700.0
ORC000319,CC09,320001,2026-06-01,673500.0
ORC000320,CC09,320001,2026-07-01,696800.0
ORC000321,CC09,320001,2026-08-01,674600.0
ORC000322,CC09,320001,2026-09-01,680100.0
ORC000323,CC09,320001,2026-10-01,696100.0
ORC000324,CC09,320001,2026-11-01,697400.0
ORC000325,CC01,410001,2023-12-01,1661300.0
ORC000326,CC01,410001,2024-01-01,1655500.0
ORC000327,CC01,410001,2024-02-01,1696400.0
ORC000328,CC01,410001,2024-03-01,1674700.0
ORC000329,CC01,410001,2024-04-01,1700200.0
ORC000330,CC01,410001,2024-05-01,1752600.0
ORC000331,CC01,410001,2024-06-01,1654400.0
ORC000332,CC01,410001,2024-07-01,1754000.0
ORC000333,CC01,410001,2024-08-01,1719800.0
ORC000334,CC01,410001,2024-09-01,1727100.0
ORC000335,CC01,410001,2024-10-01,1697600.0
ORC000336,CC01,410001,2024-11-01,1750700.0
ORC000337,CC01,410001,2024-12-01,1721400.0
ORC000338,CC01,410001,2025-01-01,1767100.0
ORC000339,CC01,410001,2025-02-01,1732400.0
ORC000340,CC01,410001,2025-03-01,1772000.0
ORC000341,CC01,410001,2025-04-01,1754900.0
ORC000342,CC01,410001,2025-05-01,1813500.0
ORC000343,CC01,410001,2025-06-01,1745200.0
ORC000344,CC01,410001,2025-07-01,1769100.0
ORC000345,CC01,410001,2025-08-01,1810500.0
ORC000346,CC01,410001,2025-09-01,1709500.0
ORC000347,CC01,410001,2025-10-01,1776000.0
ORC000348,CC01,410001,2025-11-01,1784900.0
ORC000349,CC01,410001,2025-12-01,1775800.0
ORC000350,CC01,410001,2026-01-01,1778300.0
ORC000351,CC01,410001,2026-02-01,1826000.0
ORC000352,CC01,410001,2026-03-01,1847900.0
ORC000353,CC01,410001,2026-04-01,1822500.0
ORC000354,CC01,410001,2026-05-01,1869600.0
ORC000355,CC01,410001,2026-06-01,1839100.0
ORC000356,CC01,410001,2026-07-01,1859700.0
ORC000357,CC01,410001,2026-08-01,1815600.0
ORC000358,CC01,410001,2026-09-01,1843500.0
ORC000359,CC01,410001,2026-10-01,1932600.0
ORC000360,CC01,410001,2026-11-01,1913900.0
ORC000361,CC02,410001,2023-12-01,1460500.0
ORC000362,CC02,410001,2024-01-01,1474600.0
ORC000363,CC02,410001,2024-02-01,1414100.0
ORC000364,CC02,410001,2024-03-01,1435600.0
ORC000365,CC02,410001,2024-04-01,1488400.0
ORC000366,CC02,410001,2024-05-01,1462800.0
ORC000367,CC02,410001,2024-06-01,1429200.0
ORC000368,CC02,410001,2024-07-01,1425200.0
ORC000369,CC02,410001,2024-08-01,1486600.0
ORC000370,CC02,410001,2024-09-01,1485100.0
ORC000371,CC02,410001,2024-10-01,1508100.0
ORC000372,CC02,410001,2024-11-01,1496000.0
ORC000373,CC02,410001,2024-12-01,1483800.0
ORC000374,CC02,410001,2025-01-01,1523200.0
ORC000375,CC02,410001,2025-02-01,1518300.0
ORC000376,CC02,410001,2025-03-01,1490100.0
ORC000377,CC02,410001,2025-04-01,1486600.0
ORC000378,CC02,410001,2025-05-01,1508800.0
ORC000379,CC02,410001,2025-06-01,1510200.0
ORC000380,CC02,410001,2025-07-01,1528400.0
ORC000381,CC02,410001,2025-08-01,1565400.0
ORC000382,CC02,410001,2025-09-01,1521800.0
ORC000383,CC02,410001,2025-10-01,1512400.0
ORC000384,CC02,410001,2025-11-01,1570700.0
ORC000385,CC02,410001,2025-12-01,1541000.0
ORC000386,CC02,410001,2026-01-01,1520900.0
ORC000387,CC02,410001,2026-02-01,1589100.0
ORC000388,CC02,410001,2026-03-01,1534700.0
ORC000389,CC02,410001,2026-04-01,1529700.0
ORC000390,CC02,410001,2026-05-01,1541700.0
ORC000391,CC02,410001,2026-06-01,1590400.0
ORC000392,CC02,410001,2026-07-01,1602100.0
ORC000393,CC02,410001,2026-08-01,1606100.0
ORC000394,CC02,410001,2026-09-01,1585500.0
ORC000395,CC02,410001,2026-10-01,1582200.0
ORC000396,CC02,410001,2026-11-01,1566600.0
ORC000397,CC03,410001,2023-12-01,1221000.0
ORC000398,CC03,410001,2024-01-01,1214800.0
ORC000399,CC03,410001,2024-02-01,1195500.0
ORC000400,CC03,410001,2024-03-01,1213000.0
ORC000401,CC03,410001,2024-04-01,1221100.0
ORC000402,CC03,410001,2024-05-01,1190200.0
ORC000403,CC03,410001,2024-06-01,1252100.0
ORC000404,CC03,410001,2024-07-01,1217800.0
ORC000405,CC03,410001,2024-08-01,1204100.0
ORC000406,CC03,410001,2024-09-01,1206100.0
ORC000407,CC03,410001,2024-10-01,1241200.0
ORC000408,CC03,410001,2024-11-01,1244600.0
ORC000409,CC03,410001,2024-12-01,1236500.0
ORC000410,CC03,410001,2025-01-01,1223900.0
ORC000411,CC03,410001,2025-02-01,1254400.0
ORC000412,CC03,410001,2025-03-01,1288600.0
ORC000413,CC03,410001,2025-04-01,1248700.0
ORC000414,CC03,410001,2025-05-01,1271700.0
ORC000415,CC03,410001,2025-06-01,1252400.0
ORC000416,CC03,410001,2025-07-01,1270200.0
ORC000417,CC03,410001,2025-08-01,1287900.0
ORC000418,CC03,410001,2025-09-01,1273000.0
ORC000419,CC03,410001,2025-10-01,1265200.0
ORC000420,CC03,410001,2025-11-01,1262100.0
ORC000421,CC03,410001,2025-12-01,1276400.0
ORC000422,CC03,410001,2026-01-01,1300600.0
ORC000423,CC03,410001,2026-02-01,1280500.0
ORC000424,CC03,410001,2026-03-01,1303100.0
ORC000425,CC03,410001,2026-04-01,1250300.0
ORC000426,CC03,410001,2026-05-01,1293700.0
ORC000427,CC03,410001,2026-06-01,1304200.0
ORC000428,CC03,410001,2026-07-01,1303500.0
ORC000429,CC03,410001,2026-08-01,1293100.0
ORC000430,CC03,410001,2026-09-01,1312500.0
ORC000431,CC03,410001,2026-10-01,1328400.0
ORC000432,CC03,410001,2026-11-01,1326300.0
ORC000433,CC04,410001,2023-12-01,1301800.0
ORC000434,CC04,410001,2024-01-01,1337400.0
ORC000435,CC04,410001,2024-02-01,1336200.0
ORC000436,CC04,410001,2024-03-01,1314900.0
ORC000437,CC04,410001,2024-04-01,1314000.0
ORC000438,CC04,410001,2024-05-01,1334600.0
ORC000439,CC04,410001,2024-06-01,1358900.0
ORC000440,CC04,410001,2024-07-01,1371900.0
ORC000441,CC04,410001,2024-08-01,1344100.0
ORC000442,CC04,410001,2024-09-01,1327100.0
ORC000443,CC04,410001,2024-10-01,1374500.0
ORC000444,CC04,410001,2024-11-01,1364000.0
ORC000445,CC04,410001,2024-12-01,1385600.0
ORC000446,CC04,410001,2025-01-01,1397300.0
ORC000447,CC04,410001,2025-02-01,1409800.0
ORC000448,CC04,410001,2025-03-01,1379000.0
ORC000449,CC04,410001,2025-04-01,1347400.0
ORC000450,CC04,410001,2025-05-01,1388600.0
ORC000451,CC04,410001,2025-06-01,1433300.0
ORC000452,CC04,410001,2025-07-01,1431900.0
ORC000453,CC04,410001,2025-08-01,1423000.0
ORC000454,CC04,410001,2025-09-01,1460400.0
ORC000455,CC04,410001,2025-10-01,1416700.0
ORC000456,CC04,410001,2025-11-01,1415000.0
ORC000457,CC04,410001,2025-12-01,1395600.0
ORC000458,CC04,410001,2026-01-01,1407800.0
ORC000459,CC04,410001,2026-02-01,1392600.0
ORC000460,CC04,410001,2026-03-01,1440800.0
ORC000461,CC04,410001,2026-04-01,1436000.0
ORC000462,CC04,410001,2026-05-01,1460500.0
ORC000463,CC04,410001,2026-06-01,1457300.0
ORC000464,CC04,410001,2026-07-01,1440600.0
ORC000465,CC04,410001,2026-08-01,1490200.0
ORC000466,CC04,410001,2026-09-01,1472900.0
ORC000467,CC04,410001,2026-10-01,1477200.0
ORC000468,CC04,410001,2026-11-01,1455900.0
ORC000469,CC05,410001,2023-12-01,1072500.0
ORC000470,CC05,410001,2024-01-01,1096300.0
ORC000471,CC05,410001,2024-02-01,1079100.0
ORC000472,CC05,410001,2024-03-01,1096500.0
ORC000473,CC05,410001,2024-04-01,1069600.0
ORC000474,CC05,410001,2024-05-01,1094600.0
ORC000475,CC05,410001,2024-06-01,1075900.0
ORC000476,CC05,410001,2024-07-01,1112600.0
ORC000477,CC05,410001,2024-08-01,1121800.0
ORC000478,CC05,410001,2024-09-01,1075200.0
ORC000479,CC05,410001,2024-10-01,1128600.0
ORC000480,CC05,410001,2024-11-01,1077700.0
ORC000481,CC05,410001,2024-12-01,1124300.0
ORC000482,CC05,410001,2025-01-01,1114600.0
ORC000483,CC05,410001,2025-02-01,1142000.0
ORC000484,CC05,410001,2025-03-01,1120800.0
ORC000485,CC05,410001,2025-04-01,1156800.0
ORC000486,CC05,410001,2025-05-01,1112300.0
ORC000487,CC05,410001,2025-06-01,1125300.0
ORC000488,CC05,410001,2025-07-01,1173100.0
ORC000489,CC05,410001,2025-08-01,1147000.0
ORC000490,CC05,410001,2025-09-01,1144100.0
ORC000491,CC05,410001,2025-10-01,1154700.0
ORC000492,CC05,410001,2025-11-01,1164500.0
ORC000493,CC05,410001,2025-12-01,1155800.0
ORC000494,CC05,410001,2026-01-01,1165100.0
ORC000495,CC05,410001,2026-02-01,1173600.0
ORC000496,CC05,410001,2026-03-01,1180100.0
ORC000497,CC05,410001,2026-04-01,1186300.0
ORC000498,CC05,410001,2026-05-01,1181000.0
ORC000499,CC05,410001,2026-06-01,1184800.0
ORC000500,CC05,410001,2026-07-01,1172400.0
ORC000501,CC05,410001,2026-08-01,1183700.0
ORC000502,CC05,410001,2026-09-01,1202100.0
ORC000503,CC05,410001,2026-10-01,1223700.0
ORC000504,CC05,410001,2026-11-01,1208900.0
ORC000505,CC06,410001,2023-12-01,1170600.0
ORC000506,CC06,410001,2024-01-01,1172600.0
ORC000507,CC06,410001,2024-02-01,1198500.0
ORC000508,CC06,410001,2024-03-01,1167000.0
ORC000509,CC06,410001,2024-04-01,1245100.0
ORC000510,CC06,410001,2024-05-01,1233000.0
ORC000511,CC06,410001,2024-06-01,1176100.0
ORC000512,CC06,410001,2024-07-01,1244900.0
ORC000513,CC06,410001,2024-08-01,1206200.0
ORC000514,CC06,410001,2024-09-01,1192300.0
ORC000515,CC06,410001,2024-10-01,1243300.0
ORC000516,CC06,410001,2024-11-01,1234900.0
ORC000517,CC06,410001,2024-12-01,1239800.0
ORC000518,CC06,410001,2025-01-01,1231800.0
ORC000519,CC06,410001,2025-02-01,1274500.0
ORC000520,CC06,410001,2025-03-01,1230600.0
ORC000521,CC06,410001,2025-04-01,1282800.0
ORC000522,CC06,410001,2025-05-01,1279200.0
ORC000523,CC06,410001,2025-06-01,1270100.0
ORC000524,CC06,410001,2025-07-01,1274800.0
ORC000525,CC06,410001,2025-08-01,1276400.0
ORC000526,CC06,410001,2025-09-01,1258900.0
ORC000527,CC06,410001,2025-10-01,1298500.0
ORC000528,CC06,410001,2025-11-01,1276100.0
ORC000529,CC06,410001,2025-12-01,1314600.0
ORC000530,CC06,410001,2026-01-01,1326700.0
ORC000531,CC06,410001,2026-02-01,1304500.0
ORC000532,CC06,410001,2026-03-01,1298600.0
ORC000533,CC06,410001,2026-04-01,1280600.0
ORC000534,CC06,410001,2026-05-01,1292600.0
ORC000535,CC06,410001,2026-06-01,1326100.0
ORC000536,CC06,410001,2026-07-01,1329600.0
ORC000537,CC06,410001,2026-08-01,1304000.0
