id_lancamento,id_centro,id_conta,mes,valor_realizado
LAN000090,CC03,310001,2026-05-01,23787206.92
LAN000091,CC06,310001,2023-12-01,16326683.07
LAN000092,CC06,310001,2024-01-01,16544564.13
LAN000093,CC06,310001,2024-02-01,17847487.28
LAN000094,CC06,310001,2024-03-01,19372771.24
LAN000095,CC06,310001,2024-04-01,20222348.84
LAN000096,CC06,310001,2024-05-01,20730311.32
LAN000097,CC06,310001,2024-06-01,21774762.02
LAN000098,CC06,310001,2024-07-01,21128011.08
LAN000099,CC06,310001,2024-08-01,21552526.64
LAN000100,CC06,310001,2024-09-01,20765916.03
LAN000101,CC06,310001,2024-10-01,18486771.75
LAN000102,CC06,310001,2024-11-01,17528409.68
LAN000103,CC06,310001,2024-12-01,18178740.91
LAN000104,CC06,310001,2025-01-01,18165240.29
LAN000105,CC06,310001,2025-02-01,19536887.51
LAN000106,CC06,310001,2025-03-01,19933348.87
LAN000107,CC06,310001,2025-04-01,22404928.59
LAN000108,CC06,310001,2025-05-01,22894931.49
LAN000109,CC06,310001,2025-06-01,22167708.25
LAN000110,CC06,310001,2025-07-01,24760629.09
LAN000111,CC06,310001,2025-08-01,23914181.05
LAN000112,CC06,310001,2025-09-01,21373705.08
LAN000113,CC06,310001,2025-10-01,19856377.16
LAN000114,CC06,310001,2025-11-01,19600137.11
LAN000115,CC06,310001,2025-12-01,18633428.55
LAN000116,CC06,310001,2026-01-01,19044336.76
LAN000117,CC06,310001,2026-02-01,20447757.0
LAN000118,CC06,310001,2026-03-01,21981636.59
LAN000119,CC06,310001,2026-04-01,22355492.44
LAN000120,CC06,310001,2026-05-01,23829414.49
LAN000121,CC10,310001,2023-12-01,11392627.57
LAN000122,CC10,310001,2024-01-01,11493402.99
LAN000123,CC10,310001,2024-02-01,12243278.8
LAN000124,CC10,310001,2024-03-01,12919572.3
LAN000125,CC10,310001,2024-04-01,12981444.13
LAN000126,CC10,310001,2024-05-01,14154956.3
LAN000127,CC10,310001,2024-06-01,14782011.63
LAN000128,CC10,310001,2024-07-01,14985430.08
LAN000129,CC10,310001,2024-08-01,13654335.65
LAN000130,CC10,310001,2024-09-01,13309998.66
LAN000131,CC10,310001,2024-10-01,13111458.51
LAN000132,CC10,310001,2024-11-01,12138962.74
LAN000133,CC10,310001,2024-12-01,12193175.49
LAN000134,CC10,310001,2025-01-01,12038175.07
LAN000135,CC10,310001,2025-02-01,13342811.02
LAN000136,CC10,310001,2025-03-01,13423984.77
LAN000137,CC10,310001,2025-04-01,15127447.72
LAN000138,CC10,310001,2025-05-01,15787987.12
LAN000139,CC10,310001,2025-06-01,15549078.69
LAN000140,CC10,310001,2025-07-01,16157756.47
LAN000141,CC10,310001,2025-08-01,14939757.15
LAN000142,CC10,310001,2025-09-01,13971124.66
LAN000143,CC10,310001,2025-10-01,14165720.37
LAN000144,CC10,310001,2025-11-01,13447453.62
LAN000145,CC10,310001,2025-12-01,12803571.58
LAN000146,CC10,310001,2026-01-01,13239741.63
LAN000147,CC10,310001,2026-02-01,14125471.66
LAN000148,CC10,310001,2026-03-01,15223700.21
LAN000149,CC10,310001,2026-04-01,15762267.99
LAN000150,CC10,310001,2026-05-01,16261249.37
LAN000151,CC04,310002,2023-12-01,3727542.85
LAN000152,CC04,310002,2024-01-01,3732870.75
LAN000153,CC04,310002,2024-02-01,3965316.23
LAN000154,CC04,310002,2024-03-01,4400663.8
LAN000155,CC04,310002,2024-04-01,4328740.83
LAN000156,CC04,310002,2024-05-01,4610389.82
LAN000157,CC04,310002,2024-06-01,4853677.25
LAN000158,CC04,310002,2024-07-01,4851919.01
LAN000159,CC04,310002,2024-08-01,4724055.53
LAN000160,CC04,310002,2024-09-01,4519171.78
LAN000161,CC04,310002,2024-10-01,4027367.52
LAN000162,CC04,310002,2024-11-01,4174004.01
LAN000163,CC04,310002,2024-12-01,3941518.05
LAN000164,CC04,310002,2025-01-01,4230487.93
LAN000165,CC04,310002,2025-02-01,4274672.98
LAN000166,CC04,310002,2025-03-01,4272052.03
LAN000167,CC04,310002,2025-04-01,4664171.54
LAN000168,CC04,310002,2025-05-01,5037432.43
LAN000169,CC04,310002,2025-06-01,4793315.06
LAN000170,CC04,310002,2025-07-01,5039018.29
LAN000171,CC04,310002,2025-08-01,4695659.36
LAN000172,CC04,310002,2025-09-01,4551851.57
LAN000173,CC04,310002,2025-10-01,4560923.92
LAN000174,CC04,310002,2025-11-01,4348997.1
LAN000175,CC04,310002,2025-12-01,4100539.34
LAN000176,CC04,310002,2026-01-01,4452971.8
LAN000177,CC04,310002,2026-02-01,4681840.52
LAN000178,CC04,310002,2026-03-01,4845459.79
LAN000179,CC04,310002,2026-04-01,4983714.11
LAN000180,CC04,310002,2026-05-01,5124579.39
LAN000181,CC05,310002,2023-12-01,3352018.83
LAN000182,CC05,310002,2024-01-01,3347784.66
LAN000183,CC05,310002,2024-02-01,3551038.76
LAN000184,CC05,310002,2024-03-01,3410014.53
LAN000185,CC05,310002,2024-04-01,3997628.33
LAN000186,CC05,310002,2024-05-01,3964923.3
LAN000187,CC05,310002,2024-06-01,3913291.47
LAN000188,CC05,310002,2024-07-01,4146393.15
LAN000189,CC05,310002,2024-08-01,4059687.43
LAN000190,CC05,310002,2024-09-01,3684888.26
LAN000191,CC05,310002,2024-10-01,3800946.64
LAN000192,CC05,310002,2024-11-01,3473208.97
LAN000193,CC05,310002,2024-12-01,3329751.02
LAN000194,CC05,310002,2025-01-01,3731708.39
LAN000195,CC05,310002,2025-02-01,3723255.58
LAN000196,CC05,310002,2025-03-01,3981192.27
LAN000197,CC05,310002,2025-04-01,3837098.6
LAN000198,CC05,310002,2025-05-01,4308133.91
LAN000199,CC05,310002,2025-06-01,4526679.21
LAN000200,CC05,310002,2025-07-01,4269515.72
LAN000201,CC05,310002,2025-08-01,4015368.9
LAN000202,CC05,310002,2025-09-01,3958722.09
LAN000203,CC05,310002,2025-10-01,3910001.97
LAN000204,CC05,310002,2025-11-01,3738192.48
LAN000205,CC05,310002,2025-12-01,3686044.9
LAN000206,CC05,310002,2026-01-01,3811274.95
LAN000207,CC05,310002,2026-02-01,3860499.97
LAN000208,CC05,310002,2026-03-01,4159320.81
LAN000209,CC05,310002,2026-04-01,4233498.43
LAN000210,CC05,310002,2026-05-01,4469455.19
LAN000211,CC06,310002,2023-12-01,3549466.31
LAN000212,CC06,310002,2024-01-01,3615023.17
LAN000213,CC06,310002,2024-02-01,4064633.57
LAN000214,CC06,310002,2024-03-01,4192217.6
LAN000215,CC06,310002,2024-04-01,4183192.79
LAN000216,CC06,310002,2024-05-01,4633452.79
LAN000217,CC06,310002,2024-06-01,4628715.21
LAN000218,CC06,310002,2024-07-01,4421256.09
LAN000219,CC06,310002,2024-08-01,4323858.33
LAN000220,CC06,310002,2024-09-01,4188397.68
LAN000221,CC06,310002,2024-10-01,3992818.49
LAN000222,CC06,310002,2024-11-01,3723540.54
LAN000223,CC06,310002,2024-12-01,3662890.51
LAN000224,CC06,310002,2025-01-01,3746207.54
LAN000225,CC06,310002,2025-02-01,4010748.48
LAN000226,CC06,310002,2025-03-01,4454912.11
LAN000227,CC06,310002,2025-04-01,4615068.33
LAN000228,CC06,310002,2025-05-01,4622340.45
LAN000229,CC06,310002,2025-06-01,4741623.21
LAN000230,CC06,310002,2025-07-01,4825775.57
LAN000231,CC06,310002,2025-08-01,4659650.29
LAN000232,CC06,310002,2025-09-01,4460606.35
LAN000233,CC06,310002,2025-10-01,4323435.13
LAN000234,CC06,310002,2025-11-01,3971917.91
LAN000235,CC06,310002,2025-12-01,4115909.17
LAN000236,CC06,310002,2026-01-01,3767352.33
LAN000237,CC06,310002,2026-02-01,4180618.89
LAN000238,CC06,310002,2026-03-01,4565561.12
LAN000239,CC06,310002,2026-04-01,4808984.02
LAN000240,CC06,310002,2026-05-01,5018311.81
LAN000241,CC09,320001,2023-12-01,627613.1
LAN000242,CC09,320001,2024-01-01,628987.91
LAN000243,CC09,320001,2024-02-01,645956.02
LAN000244,CC09,320001,2024-03-01,683856.66
LAN000245,CC09,320001,2024-04-01,636720.08
LAN000246,CC09,320001,2024-05-01,652487.07
LAN000247,CC09,320001,2024-06-01,647091.25
LAN000248,CC09,320001,2024-07-01,679016.59
LAN000249,CC09,320001,2024-08-01,693619.01
LAN000250,CC09,320001,2024-09-01,688593.07
LAN000251,CC09,320001,2024-10-01,627234.65
LAN000252,CC09,320001,2024-11-01,681319.56
LAN000253,CC09,320001,2024-12-01,656225.24
LAN000254,CC09,320001,2025-01-01,642176.99
LAN000255,CC09,320001,2025-02-01,680407.95
LAN000256,CC09,320001,2025-03-01,635552.06
LAN000257,CC09,320001,2025-04-01,669175.5
LAN000258,CC09,320001,2025-05-01,695031.48
LAN000259,CC09,320001,2025-06-01,681083.13
LAN000260,CC09,320001,2025-07-01,671616.47
LAN000261,CC09,320001,2025-08-01,665580.39
LAN000262,CC09,320001,2025-09-01,682884.3
LAN000263,CC09,320001,2025-10-01,645278.73
LAN000264,CC09,320001,2025-11-01,668085.73
LAN000265,CC09,320001,2025-12-01,679100.59
LAN000266,CC09,320001,2026-01-01,650677.39
LAN000267,CC09,320001,2026-02-01,682379.26
LAN000268,CC09,320001,2026-03-01,660425.4
LAN000269,CC09,320001,2026-04-01,681006.55
LAN000270,CC09,320001,2026-05-01,693971.26
LAN000271,CC01,410001,2023-12-01,1589269.9
LAN000272,CC01,410001,2024-01-01,1677714.09
LAN000273,CC01,410001,2024-02-01,1725140.79
LAN000274,CC01,410001,2024-03-01,1712617.9
LAN000275,CC01,410001,2024-04-01,1741740.9
LAN000276,CC01,410001,2024-05-01,1756474.68
LAN000277,CC01,410001,2024-06-01,1630498.4
LAN000278,CC01,410001,2024-07-01,1777500.76
LAN000279,CC01,410001,2024-08-01,1755248.12
LAN000280,CC01,410001,2024-09-01,1701681.35
LAN000281,CC01,410001,2024-10-01,1643477.41
LAN000282,CC01,410001,2024-11-01,1827068.05
LAN000283,CC01,410001,2024-12-01,1707048.01
LAN000284,CC01,410001,2025-01-01,1813043.63
LAN000285,CC01,410001,2025-02-01,1811601.29
LAN000286,CC01,410001,2025-03-01,1764965.74
LAN000287,CC01,410001,2025-04-01,1744639.46
LAN000288,CC01,410001,2025-05-01,1809901.8
LAN000289,CC01,410001,2025-06-01,1753855.31
LAN000290,CC01,410001,2025-07-01,1828851.84
LAN000291,CC01,410001,2025-08-01,1826297.52
LAN000292,CC01,410001,2025-09-01,1720890.95
LAN000293,CC01,410001,2025-10-01,1753477.38
LAN000294,CC01,410001,2025-11-01,1823915.18
LAN000295,CC01,410001,2025-12-01,1856715.98
LAN000296,CC01,410001,2026-01-01,1749000.88
LAN000297,CC01,410001,2026-02-01,1905764.06
LAN000298,CC01,410001,2026-03-01,1851011.06
LAN000299,CC01,410001,2026-04-01,1825124.32
LAN000300,CC01,410001,2026-05-01,1884036.9
LAN000301,CC02,410001,2023-12-01,1464175.6
LAN000302,CC02,410001,2024-01-01,1546484.19
LAN000303,CC02,410001,2024-02-01,1438716.96
LAN000304,CC02,410001,2024-03-01,1458368.43
LAN000305,CC02,410001,2024-04-01,1423875.91
LAN000306,CC02,410001,2024-05-01,1533906.46
LAN000307,CC02,410001,2024-06-01,1507299.01
LAN000308,CC02,410001,2024-07-01,1445603.83
LAN000309,CC02,410001,2024-08-01,1489296.6
LAN000310,CC02,410001,2024-09-01,1473031.13
LAN000311,CC02,410001,2024-10-01,1515626.25
LAN000312,CC02,410001,2024-11-01,1493882.78
LAN000313,CC02,410001,2024-12-01,1555987.3
LAN000314,CC02,410001,2025-01-01,1548772.28
LAN000315,CC02,410001,2025-02-01,1582052.48
LAN000316,CC02,410001,2025-03-01,1554373.24
LAN000317,CC02,410001,2025-04-01,1500826.39
LAN000318,CC02,410001,2025-05-01,1556378.94
LAN000319,CC02,410001,2025-06-01,1489262.48
LAN000320,CC02,410001,2025-07-01,1620043.99
LAN000321,CC02,410001,2025-08-01,1609464.9
LAN000322,CC02,410001,2025-09-01,1480892.19
LAN000323,CC02,410001,2025-10-01,1574685.93
LAN000324,CC02,410001,2025-11-01,1497654.27
LAN000325,CC02,410001,2025-12-01,1567423.57
LAN000326,CC02,410001,2026-01-01,1545964.39
LAN000327,CC02,410001,2026-02-01,1557008.59
LAN000328,CC02,410001,2026-03-01,1577894.06
LAN000329,CC02,410001,2026-04-01,1572076.01
LAN000330,CC02,410001,2026-05-01,1597963.31
LAN000331,CC03,410001,2023-12-01,1227929.74
LAN000332,CC03,410001,2024-01-01,1246389.8
LAN000333,CC03,410001,2024-02-01,1292653.26
LAN000334,CC03,410001,2024-03-01,1206053.54
LAN000335,CC03,410001,2024-04-01,1278558.31
LAN000336,CC03,410001,2024-05-01,1194402.75
LAN000337,CC03,410001,2024-06-01,1307522.58
LAN000338,CC03,410001,2024-07-01,1278042.15
LAN000339,CC03,410001,2024-08-01,1212690.94
LAN000340,CC03,410001,2024-09-01,1276339.23
LAN000341,CC03,410001,2024-10-01,1291472.34
LAN000342,CC03,410001,2024-11-01,1275675.35
LAN000343,CC03,410001,2024-12-01,1304328.54
LAN000344,CC03,410001,2025-01-01,1271206.85
LAN000345,CC03,410001,2025-02-01,1292287.34
LAN000346,CC03,410001,2025-03-01,1377545.9
LAN000347,CC03,410001,2025-04-01,1288919.78
LAN000348,CC03,410001,2025-05-01,1319583.79
LAN000349,CC03,410001,2025-06-01,1314400.14
LAN000350,CC03,410001,2025-07-01,1331592.36
LAN000351,CC03,410001,2025-08-01,1280529.12
LAN000352,CC03,410001,2025-09-01,1313373.29
LAN000353,CC03,410001,2025-10-01,1332458.39
LAN000354,CC03,410001,2025-11-01,1295256.13
LAN000355,CC03,410001,2025-12-01,1344805.13
LAN000356,CC03,410001,2026-01-01,1341107.88
LAN000357,CC03,410001,2026-02-01,1362331.86
LAN000358,CC03,410001,2026-03-01,1403949.16
LAN000359,CC03,410001,2026-04-01,1261994.08
LAN000360,CC03,410001,2026-05-01,1437542.54
LAN000361,CC04,410001,2023-12-01,1316814.35
LAN000362,CC04,410001,2024-01-01,1361565.98
LAN000363,CC04,410001,2024-02-01,1332319.35
LAN000364,CC04,410001,2024-03-01,1391358.45
LAN000365,CC04,410001,2024-04-01,1319023.98
LAN000366,CC04,410001,2024-05-01,1326058.8
LAN000367,CC04,410001,2024-06-01,1358624.23
LAN000368,CC04,410001,2024-07-01,1384457.07
LAN000369,CC04,410001,2024-08-01,1417795.69
LAN000370,CC04,410001,2024-09-01,1340675.4
LAN000371,CC04,410001,2024-10-01,1430779.55
LAN000372,CC04,410001,2024-11-01,1383336.41
LAN000373,CC04,410001,2024-12-01,1458541.62
LAN000374,CC04,410001,2025-01-01,1431180.89
LAN000375,CC04,410001,2025-02-01,1417354.96
LAN000376,CC04,410001,2025-03-01,1484197.41
LAN000377,CC04,410001,2025-04-01,1394367.44
LAN000378,CC04,410001,2025-05-01,1398225.41
LAN000379,CC04,410001,2025-06-01,1536786.51
LAN000380,CC04,410001,2025-07-01,1546621.87
LAN000381,CC04,410001,2025-08-01,1421326.85
LAN000382,CC04,410001,2025-09-01,1491778.7
LAN000383,CC04,410001,2025-10-01,1426951.49
LAN000384,CC04,410001,2025-11-01,1451342.73
LAN000385,CC04,410001,2025-12-01,1428268.54
LAN000386,CC04,410001,2026-01-01,1403083.89
LAN000387,CC04,410001,2026-02-01,1401170.96
LAN000388,CC04,410001,2026-03-01,1477230.83
LAN000389,CC04,410001,2026-04-01,1486669.45
LAN000390,CC04,410001,2026-05-01,1472712.75
LAN000391,CC05,410001,2023-12-01,1094843.46
LAN000392,CC05,410001,2024-01-01,1103163.91
LAN000393,CC05,410001,2024-02-01,1094061.83
LAN000394,CC05,410001,2024-03-01,1101421.94
LAN000395,CC05,410001,2024-04-01,1095301.65
LAN000396,CC05,410001,2024-05-01,1043111.41
LAN000397,CC05,410001,2024-06-01,1111732.68
LAN000398,CC05,410001,2024-07-01,1151136.87
LAN000399,CC05,410001,2024-08-01,1155713.52
LAN000400,CC05,410001,2024-09-01,1125613.61
LAN000401,CC05,410001,2024-10-01,1149131.91
LAN000402,CC05,410001,2024-11-01,1115052.62
LAN000403,CC05,410001,2024-12-01,1129085.88
LAN000404,CC05,410001,2025-01-01,1097294.03
LAN000405,CC05,410001,2025-02-01,1153496.61
LAN000406,CC05,410001,2025-03-01,1146596.99
LAN000407,CC05,410001,2025-04-01,1211146.54
LAN000408,CC05,410001,2025-05-01,1138617.79
LAN000409,CC05,410001,2025-06-01,1110822.27
LAN000410,CC05,410001,2025-07-01,1195648.36
LAN000411,CC05,410001,2025-08-01,1177179.65
LAN000412,CC05,410001,2025-09-01,1155121.86
LAN000413,CC05,410001,2025-10-01,1150486.9
LAN000414,CC05,410001,2025-11-01,1237408.06
LAN000415,CC05,410001,2025-12-01,1185611.42
LAN000416,CC05,410001,2026-01-01,1179279.92
LAN000417,CC05,410001,2026-02-01,1176524.74
LAN000418,CC05,410001,2026-03-01,1212164.1
LAN000419,CC05,410001,2026-04-01,1240935.39
LAN000420,CC05,410001,2026-05-01,1197582.34
LAN000421,CC06,410001,2023-12-01,1148489.38
LAN000422,CC06,410001,2024-01-01,1165940.38
LAN000423,CC06,410001,2024-02-01,1182780.6
LAN000424,CC06,410001,2024-03-01,1151167.67
LAN000425,CC06,410001,2024-04-01,1244665.61
LAN000426,CC06,410001,2024-05-01,1190242.36
LAN000427,CC06,410001,2024-06-01,1181604.99
LAN000428,CC06,410001,2024-07-01,1243032.23
LAN000429,CC06,410001,2024-08-01,1218180.77
LAN000430,CC06,410001,2024-09-01,1181822.73
LAN000431,CC06,410001,2024-10-01,1233884.05
LAN000432,CC06,410001,2024-11-01,1212706.47
LAN000433,CC06,410001,2024-12-01,1268070.06
LAN000434,CC06,410001,2025-01-01,1208675.79
LAN000435,CC06,410001,2025-02-01,1257659.38
LAN000436,CC06,410001,2025-03-01,1227629.9
LAN000437,CC06,410001,2025-04-01,1296296.75
LAN000438,CC06,410001,2025-05-01,1226635.46
LAN000439,CC06,410001,2025-06-01,1204291.48
LAN000440,CC06,410001,2025-07-01,1293434.62
LAN000441,CC06,410001,2025-08-01,1289692.53
LAN000442,CC06,410001,2025-09-01,1252980.38
LAN000443,CC06,410001,2025-10-01,1302002.87
LAN000444,CC06,410001,2025-11-01,1233989.21
LAN000445,CC06,410001,2025-12-01,1359551.58
LAN000446,CC06,410001,2026-01-01,1336253.66
LAN000447,CC06,410001,2026-02-01,1296779.02
LAN000448,CC06,410001,2026-03-01,1223615.61
LAN000449,CC06,410001,2026-04-01,1250277.25
LAN000450,CC06,410001,2026-05-01,1266031.93
LAN000451,CC07,410001,2023-12-01,714426.18
LAN000452,CC07,410001,2024-01-01,717906.33
LAN000453,CC07,410001,2024-02-01,739021.31
LAN000454,CC07,410001,2024-03-01,721062.18
LAN000455,CC07,410001,2024-04-01,705049.1
LAN000456,CC07,410001,2024-05-01,693201.3
LAN000457,CC07,410001,2024-06-01,691921.83
LAN000458,CC07,410001,2024-07-01,734374.7
LAN000459,CC07,410001,2024-08-01,693603.85
LAN000460,CC07,410001,2024-09-01,756443.36
LAN000461,CC07,410001,2024-10-01,717927.87
LAN000462,CC07,410001,2024-11-01,762630.18
LAN000463,CC07,410001,2024-12-01,743248.14
LAN000464,CC07,410001,2025-01-01,756980.1
LAN000465,CC07,410001,2025-02-01,717697.4
LAN000466,CC07,410001,2025-03-01,768563.06
LAN000467,CC07,410001,2025-04-01,764078.48
LAN000468,CC07,410001,2025-05-01,764010.97
LAN000469,CC07,410001,2025-06-01,753798.14
LAN000470,CC07,410001,2025-07-01,710818.17
LAN000471,CC07,410001,2025-08-01,741216.33
LAN000472,CC07,410001,2025-09-01,760983.16
LAN000473,CC07,410001,2025-10-01,721743.34
LAN000474,CC07,410001,2025-11-01,781318.58
LAN000475,CC07,410001,2025-12-01,747473.88
LAN000476,CC07,410001,2026-01-01,789427.77
LAN000477,CC07,410001,2026-02-01,785251.39
LAN000478,CC07,410001,2026-03-01,789739.17
LAN000479,CC07,410001,2026-04-01,752367.35
LAN000480,CC07,410001,2026-05-01,786019.85
LAN000481,CC08,410001,2023-12-01,611543.04
LAN000482,CC08,410001,2024-01-01,602809.16
LAN000483,CC08,410001,2024-02-01,619430.54
LAN000484,CC08,410001,2024-03-01,598408.17
LAN000485,CC08,410001,2024-04-01,613511.35
LAN000486,CC08,410001,2024-05-01,617983.63
LAN000487,CC08,410001,2024-06-01,646552.78
LAN000488,CC08,410001,2024-07-01,615819.24
LAN000489,CC08,410001,2024-08-01,601510.33
LAN000490,CC08,410001,2024-09-01,626814.7
LAN000491,CC08,410001,2024-10-01,639099.68
LAN000492,CC08,410001,2024-11-01,614508.15
LAN000493,CC08,410001,2024-12-01,612389.42
LAN000494,CC08,410001,2025-01-01,666508.24
LAN000495,CC08,410001,2025-02-01,657968.09
LAN000496,CC08,410001,2025-03-01,626656.24
LAN000497,CC08,410001,2025-04-01,650418.62
LAN000498,CC08,410001,2025-05-01,647674.35
LAN000499,CC08,410001,2025-06-01,638997.82
LAN000500,CC08,410001,2025-07-01,623064.26
LAN000501,CC08,410001,2025-08-01,659497.54
LAN000502,CC08,410001,2025-09-01,630643.87
LAN000503,CC08,410001,2025-10-01,661481.21
LAN000504,CC08,410001,2025-11-01,679082.79
LAN000505,CC08,410001,2025-12-01,633341.26
LAN000506,CC08,410001,2026-01-01,690665.5
LAN000507,CC08,410001,2026-02-01,644279.64
LAN000508,CC08,410001,2026-03-01,644790.99
LAN000509,CC08,410001,2026-04-01,665437.01
LAN000510,CC08,410001,2026-05-01,639640.85
LAN000511,CC09,410001,2023-12-01,1014622.35
LAN000512,CC09,410001,2024-01-01,996384.49
LAN000513,CC09,410001,2024-02-01,1010892.08
LAN000514,CC09,410001,2024-03-01,1010990.03
LAN000515,CC09,410001,2024-04-01,1002609.75
LAN000516,CC09,410001,2024-05-01,989968.24
LAN000517,CC09,410001,2024-06-01,1013681.85
LAN000518,CC09,410001,2024-07-01,986470.92
LAN000519,CC09,410001,2024-08-01,1018537.65
LAN000520,CC09,410001,2024-09-01,1009397.69
LAN000521,CC09,410001,2024-10-01,1031329.93
LAN000522,CC09,410001,2024-11-01,1052283.99
LAN000523,CC09,410001,2024-12-01,1042141.15
LAN000524,CC09,410001,2025-01-01,1014502.56
LAN000525,CC09,410001,2025-02-01,1072844.51
LAN000526,CC09,410001,2025-03-01,1048075.65
LAN000527,CC09,410001,2025-04-01,1045499.51
LAN000528,CC09,410001,2025-05-01,1065574.06
LAN000529,CC09,410001,2025-06-01,1063331.01
LAN000530,CC09,410001,2025-07-01,1017993.9
LAN000531,CC09,410001,2025-08-01,1058498.64
LAN000532,CC09,410001,2025-09-01,1114794.85
LAN000533,CC09,410001,2025-10-01,1110439.38
LAN000534,CC09,410001,2025-11-01,1013949.85
LAN000535,CC09,410001,2025-12-01,1075918.63
LAN000536,CC09,410001,2026-01-01,1070844.23
LAN000537,CC09,410001,2026-02-01,1117604.34
LAN000538,CC09,410001,2026-03-01,1062528.54
LAN000539,CC09,410001,2026-04-01,1029853.15
