id_leitura,id_ativo,data_hora,temperatura,vibracao,pressao,rpm
LE0000515,ATV001,2026-05-28 06:00:00,54.0,3.84,4.85,1415
LE0000516,ATV001,2026-05-28 09:00:00,55.4,4.75,5.55,1387
LE0000517,ATV001,2026-05-28 12:00:00,56.1,4.82,4.32,1453
LE0000518,ATV001,2026-05-28 15:00:00,56.2,4.09,6.17,1397
LE0000519,ATV001,2026-05-28 18:00:00,60.5,4.54,5.45,1445
LE0000520,ATV001,2026-05-28 21:00:00,62.8,4.97,5.17,1434
LE0000521,ATV001,2026-05-29 00:00:00,58.0,4.33,5.07,1461
LE0000522,ATV001,2026-05-29 03:00:00,59.6,4.45,5.2,1432
LE0000523,ATV001,2026-05-29 06:00:00,55.5,4.38,5.29,1430
LE0000524,ATV001,2026-05-29 09:00:00,56.8,4.29,5.34,1460
LE0000525,ATV001,2026-05-29 12:00:00,55.8,4.48,5.31,1448
LE0000526,ATV001,2026-05-29 15:00:00,56.6,4.34,5.16,1447
LE0000527,ATV001,2026-05-29 18:00:00,59.5,4.85,5.06,1451
LE0000528,ATV001,2026-05-29 21:00:00,63.5,4.64,5.08,1392
LE0000529,ATV001,2026-05-30 00:00:00,63.1,5.06,5.08,1458
LE0000530,ATV001,2026-05-30 03:00:00,59.1,4.5,5.55,1453
LE0000531,ATV001,2026-05-30 06:00:00,59.6,5.23,5.37,1405
LE0000532,ATV001,2026-05-30 09:00:00,55.0,5.48,4.14,1427
LE0000533,ATV001,2026-05-30 12:00:00,58.9,4.56,5.4,1432
LE0000534,ATV001,2026-05-30 15:00:00,59.6,5.47,5.25,1429
LE0000535,ATV001,2026-05-30 18:00:00,63.1,5.84,5.18,1442
LE0000536,ATV001,2026-05-30 21:00:00,65.5,5.06,5.06,1473
LE0000537,ATV001,2026-05-31 00:00:00,63.4,6.15,5.6,1462
LE0000538,ATV001,2026-05-31 03:00:00,62.1,5.79,5.54,1392
LE0000539,ATV001,2026-05-31 06:00:00,62.3,5.47,4.95,1447
LE0000540,ATV001,2026-05-31 09:00:00,59.0,5.78,5.37,1467
LE0000541,ATV001,2026-05-31 12:00:00,62.6,6.08,4.89,1439
LE0000542,ATV001,2026-05-31 15:00:00,62.0,5.99,4.76,1458
LE0000543,ATV001,2026-05-31 18:00:00,67.4,6.23,5.03,1484
LE0000544,ATV001,2026-05-31 21:00:00,70.2,5.8,5.56,1455
LE0000545,ATV001,2026-06-01 00:00:00,63.0,6.27,5.6,1432
LE0000546,ATV001,2026-06-01 03:00:00,63.8,5.8,5.45,1454
LE0000547,ATV001,2026-06-01 06:00:00,64.0,6.34,5.54,1427
LE0000548,ATV001,2026-06-01 09:00:00,62.1,6.15,5.47,1423
LE0000549,ATV001,2026-06-01 12:00:00,64.3,6.3,5.07,1411
LE0000550,ATV001,2026-06-01 15:00:00,65.4,7.08,5.46,1466
LE0000551,ATV001,2026-06-01 18:00:00,69.1,7.12,5.6,1396
LE0000552,ATV001,2026-06-01 21:00:00,70.0,7.04,5.59,1463
LE0000553,ATV001,2026-06-02 00:00:00,71.6,6.53,5.75,1432
LE0000554,ATV001,2026-06-02 03:00:00,68.1,6.9,5.59,1376
LE0000555,ATV001,2026-06-02 06:00:00,66.2,7.53,5.48,1427
LE0000556,ATV001,2026-06-02 09:00:00,64.4,7.24,5.74,1354
LE0000557,ATV001,2026-06-02 12:00:00,65.5,8.1,5.36,1432
LE0000558,ATV001,2026-06-02 15:00:00,68.3,7.52,5.07,1439
LE0000559,ATV001,2026-06-02 18:00:00,72.3,7.55,5.33,1395
LE0000560,ATV001,2026-06-02 21:00:00,72.3,7.47,5.14,1415
LE0000561,ATV001,2026-06-03 00:00:00,72.9,7.72,5.17,1467
LE0000562,ATV001,2026-06-03 03:00:00,73.8,7.72,5.37,1395
LE0000563,ATV001,2026-06-03 06:00:00,69.9,8.12,5.15,1378
LE0000564,ATV001,2026-06-03 09:00:00,67.3,8.31,5.33,1451
LE0000565,ATV001,2026-06-03 12:00:00,71.1,7.8,4.78,1464
LE0000566,ATV001,2026-06-03 15:00:00,71.2,7.71,5.53,1406
LE0000567,ATV001,2026-06-03 18:00:00,71.2,7.63,5.47,1434
LE0000568,ATV001,2026-06-03 21:00:00,74.2,8.56,5.19,1443
LE0000569,ATV001,2026-06-04 00:00:00,72.2,8.1,5.72,1381
LE0000570,ATV001,2026-06-04 03:00:00,72.8,7.83,5.83,1388
LE0000571,ATV001,2026-06-04 06:00:00,71.4,8.83,4.94,1437
LE0000572,ATV001,2026-06-04 09:00:00,73.6,9.67,5.25,1449
LE0000573,ATV001,2026-06-04 12:00:00,72.7,8.9,5.26,1415
LE0000574,ATV001,2026-06-04 15:00:00,74.5,9.3,5.21,1372
LE0000575,ATV001,2026-06-04 18:00:00,79.0,9.15,5.84,1455
LE0000576,ATV001,2026-06-04 21:00:00,75.3,9.19,5.49,1380
LE0000577,ATV001,2026-06-05 00:00:00,78.8,9.66,5.48,1385
LE0000578,ATV001,2026-06-05 03:00:00,77.7,9.34,4.88,1404
LE0000579,ATV001,2026-06-05 06:00:00,72.1,9.65,5.81,1438
LE0000580,ATV001,2026-06-05 09:00:00,75.8,9.78,5.17,1416
LE0000581,ATV001,2026-06-05 12:00:00,75.9,9.54,5.63,1403
LE0000582,ATV001,2026-06-05 15:00:00,77.4,10.24,5.72,1403
LE0000583,ATV001,2026-06-05 18:00:00,81.8,9.94,6.11,1390
LE0000584,ATV001,2026-06-05 21:00:00,85.9,9.85,5.19,1404
LE0000585,ATV001,2026-06-06 00:00:00,81.9,10.42,4.6,1313
LE0000586,ATV001,2026-06-06 03:00:00,80.1,10.03,5.73,1377
LE0000587,ATV001,2026-06-06 06:00:00,77.0,10.47,6.31,1391
LE0000588,ATV001,2026-06-06 09:00:00,75.8,10.57,6.13,1350
LE0000589,ATV001,2026-06-06 12:00:00,80.0,11.07,5.78,1393
LE0000590,ATV001,2026-06-06 15:00:00,80.0,10.98,5.54,1375
LE0000591,ATV001,2026-06-06 18:00:00,84.3,10.92,6.01,1431
LE0000592,ATV001,2026-06-06 21:00:00,84.7,11.34,5.4,1424
LE0000593,ATV001,2026-06-07 00:00:00,85.8,11.66,5.92,1364
LE0000594,ATV001,2026-06-07 03:00:00,55.6,3.7,5.18,1446
LE0000595,ATV001,2026-06-07 06:00:00,54.4,3.5,5.37,1448
LE0000596,ATV001,2026-06-07 09:00:00,50.9,3.04,5.97,1437
LE0000597,ATV001,2026-06-07 12:00:00,52.2,3.13,5.14,1456
LE0000598,ATV001,2026-06-07 15:00:00,53.4,3.39,4.82,1428
LE0000599,ATV001,2026-06-07 18:00:00,56.6,3.29,4.99,1417
LE0000600,ATV001,2026-06-07 21:00:00,58.9,3.43,4.38,1468
LE0000601,ATV001,2026-06-08 00:00:00,58.6,3.52,4.76,1468
LE0000602,ATV001,2026-06-08 03:00:00,53.5,3.69,4.86,1427
LE0000603,ATV001,2026-06-08 06:00:00,54.1,3.48,4.82,1476
LE0000604,ATV001,2026-06-08 09:00:00,53.9,3.67,5.05,1432
LE0000605,ATV001,2026-06-08 12:00:00,53.3,3.52,4.71,1457
LE0000606,ATV001,2026-06-08 15:00:00,58.1,2.81,5.39,1474
LE0000607,ATV001,2026-06-08 18:00:00,56.1,3.17,5.0,1449
LE0000608,ATV001,2026-06-08 21:00:00,56.2,3.45,5.0,1463
LE0000609,ATV001,2026-06-09 00:00:00,54.4,3.08,4.89,1435
LE0000610,ATV001,2026-06-09 03:00:00,57.5,3.71,5.05,1444
LE0000611,ATV001,2026-06-09 06:00:00,53.7,4.04,5.29,1444
LE0000612,ATV001,2026-06-09 09:00:00,51.6,3.93,4.7,1428
LE0000613,ATV001,2026-06-09 12:00:00,53.1,3.43,4.77,1445
LE0000614,ATV001,2026-06-09 15:00:00,53.1,4.02,4.89,1405
LE0000615,ATV001,2026-06-09 18:00:00,61.4,3.55,4.53,1436
LE0000616,ATV001,2026-06-09 21:00:00,58.5,3.38,4.71,1442
LE0000617,ATV001,2026-06-10 00:00:00,57.5,3.29,4.83,1443
LE0000618,ATV001,2026-06-10 03:00:00,56.2,3.39,5.31,1443
LE0000619,ATV001,2026-06-10 06:00:00,53.5,3.36,5.09,1448
LE0000620,ATV001,2026-06-10 09:00:00,52.1,3.56,5.07,1464
LE0000621,ATV001,2026-06-10 12:00:00,51.4,3.56,5.3,1475
LE0000622,ATV001,2026-06-10 15:00:00,55.8,3.5,4.95,1431
LE0000623,ATV001,2026-06-10 18:00:00,60.4,3.65,5.14,1415
LE0000624,ATV001,2026-06-10 21:00:00,60.5,3.92,4.96,1420
LE0000625,ATV001,2026-06-11 00:00:00,60.0,3.83,5.09,1436
LE0000626,ATV001,2026-06-11 03:00:00,54.2,2.98,4.8,1440
LE0000627,ATV001,2026-06-11 06:00:00,51.0,2.61,4.15,1428
LE0000628,ATV001,2026-06-11 09:00:00,51.5,3.83,4.95,1412
LE0000629,ATV001,2026-06-11 12:00:00,52.8,3.02,5.5,1437
LE0000630,ATV001,2026-06-11 15:00:00,56.8,3.42,5.32,1455
LE0000631,ATV001,2026-06-11 18:00:00,54.5,3.09,5.34,1467
LE0000632,ATV001,2026-06-11 21:00:00,60.8,2.87,5.43,1434
LE0000633,ATV001,2026-06-12 00:00:00,57.1,3.69,5.03,1438
LE0000634,ATV001,2026-06-12 03:00:00,54.3,3.77,5.07,1423
LE0000635,ATV001,2026-06-12 06:00:00,51.0,3.3,4.78,1449
LE0000636,ATV001,2026-06-12 09:00:00,49.0,2.59,4.89,1425
LE0000637,ATV001,2026-06-12 12:00:00,54.0,3.31,5.22,1467
LE0000638,ATV001,2026-06-12 15:00:00,55.1,3.64,5.42,1398
LE0000639,ATV001,2026-06-12 18:00:00,55.2,2.98,4.95,1440
LE0000640,ATV001,2026-06-12 21:00:00,56.2,3.56,4.84,1459
LE0000641,ATV001,2026-06-13 00:00:00,56.8,3.49,5.0,1455
LE0000642,ATV001,2026-06-13 03:00:00,57.8,3.7,5.21,1528
LE0000643,ATV001,2026-06-13 06:00:00,52.2,3.54,4.49,1460
LE0000644,ATV001,2026-06-13 09:00:00,49.2,3.16,4.2,1421
LE0000645,ATV001,2026-06-13 12:00:00,52.3,3.92,4.81,1447
LE0000646,ATV001,2026-06-13 15:00:00,54.6,3.44,4.57,1398
LE0000647,ATV001,2026-06-13 18:00:00,52.9,3.49,4.82,1448
LE0000648,ATV001,2026-06-13 21:00:00,58.2,3.17,4.95,1426
LE0000649,ATV001,2026-06-14 00:00:00,57.0,3.34,4.84,1477
LE0000650,ATV001,2026-06-14 03:00:00,56.1,3.19,5.51,1434
LE0000651,ATV001,2026-06-14 06:00:00,55.7,3.44,5.11,1447
LE0000652,ATV001,2026-06-14 09:00:00,53.6,4.1,5.11,1432
LE0000653,ATV001,2026-06-14 12:00:00,52.2,3.02,5.22,1500
LE0000654,ATV001,2026-06-14 15:00:00,53.2,2.94,4.6,1441
LE0000655,ATV001,2026-06-14 18:00:00,61.6,4.01,5.36,1503
LE0000656,ATV001,2026-06-14 21:00:00,58.4,3.43,4.97,1474
LE0000657,ATV001,2026-06-15 00:00:00,57.4,3.27,5.23,1464
LE0000658,ATV001,2026-06-15 03:00:00,55.0,3.86,4.62,1461
LE0000659,ATV001,2026-06-15 06:00:00,53.0,3.29,4.46,1461
LE0000660,ATV001,2026-06-15 09:00:00,51.5,4.14,5.29,1394
LE0000661,ATV001,2026-06-15 12:00:00,51.7,3.74,5.13,1442
LE0000662,ATV001,2026-06-15 15:00:00,54.1,3.33,4.68,1475
LE0000663,ATV001,2026-06-15 18:00:00,57.3,4.26,4.7,1449
LE0000664,ATV001,2026-06-15 21:00:00,57.4,3.29,5.39,1409
LE0000665,ATV001,2026-06-16 00:00:00,56.2,3.76,4.58,1448
LE0000666,ATV001,2026-06-16 03:00:00,55.2,3.6,5.57,1499
LE0000667,ATV001,2026-06-16 06:00:00,52.2,3.96,4.68,1486
LE0000668,ATV001,2026-06-16 09:00:00,54.2,4.05,5.22,1448
LE0000669,ATV001,2026-06-16 12:00:00,48.3,3.51,4.88,1478
LE0000670,ATV001,2026-06-16 15:00:00,56.8,3.24,5.21,1439
LE0000671,ATV001,2026-06-16 18:00:00,59.4,3.66,4.81,1401
LE0000672,ATV001,2026-06-16 21:00:00,54.9,3.26,4.94,1423
LE0000673,ATV001,2026-06-17 00:00:00,56.8,4.2,5.01,1495
LE0000674,ATV001,2026-06-17 03:00:00,54.4,3.55,4.65,1442
LE0000675,ATV001,2026-06-17 06:00:00,50.3,3.37,5.26,1443
LE0000676,ATV001,2026-06-17 09:00:00,50.4,3.56,4.82,1441
LE0000677,ATV001,2026-06-17 12:00:00,50.8,3.03,4.92,1505
LE0000678,ATV001,2026-06-17 15:00:00,57.9,3.16,4.65,1497
LE0000679,ATV001,2026-06-17 18:00:00,58.9,3.92,4.1,1514
LE0000680,ATV001,2026-06-17 21:00:00,60.4,3.27,4.93,1445
LE0000681,ATV001,2026-06-18 00:00:00,58.5,3.13,5.84,1459
LE0000682,ATV001,2026-06-18 03:00:00,53.1,3.69,5.27,1406
LE0000683,ATV001,2026-06-18 06:00:00,51.8,3.91,4.99,1493
LE0000684,ATV001,2026-06-18 09:00:00,52.5,3.75,4.91,1416
LE0000685,ATV001,2026-06-18 12:00:00,50.7,3.85,5.01,1456
LE0000686,ATV001,2026-06-18 15:00:00,56.2,3.24,5.19,1418
LE0000687,ATV001,2026-06-18 18:00:00,56.9,3.0,4.59,1433
LE0000688,ATV001,2026-06-18 21:00:00,57.7,4.03,5.39,1426
LE0000689,ATV001,2026-06-19 00:00:00,58.5,3.39,5.25,1432
LE0000690,ATV001,2026-06-19 03:00:00,55.7,3.41,5.25,1434
LE0000691,ATV001,2026-06-19 06:00:00,52.1,3.96,5.15,1434
LE0000692,ATV001,2026-06-19 09:00:00,53.6,3.69,5.01,1474
LE0000693,ATV001,2026-06-19 12:00:00,50.9,3.66,5.24,1418
LE0000694,ATV001,2026-06-19 15:00:00,56.0,4.26,5.21,1456
LE0000695,ATV001,2026-06-19 18:00:00,58.3,3.27,4.88,1485
LE0000696,ATV001,2026-06-19 21:00:00,57.8,3.82,4.8,1435
LE0000697,ATV001,2026-06-20 00:00:00,57.9,3.52,5.04,1429
LE0000698,ATV001,2026-06-20 03:00:00,52.9,3.59,5.54,1443
LE0000699,ATV001,2026-06-20 06:00:00,54.2,4.03,4.57,1484
LE0000700,ATV001,2026-06-20 09:00:00,51.4,3.68,4.49,1456
LE0000701,ATV001,2026-06-20 12:00:00,51.8,3.69,5.06,1435
LE0000702,ATV001,2026-06-20 15:00:00,56.7,3.88,5.02,1464
LE0000703,ATV001,2026-06-20 18:00:00,56.2,3.37,5.06,1418
LE0000704,ATV001,2026-06-20 21:00:00,56.0,3.21,5.09,1470
LE0000705,ATV001,2026-06-21 00:00:00,54.8,3.13,4.92,1462
LE0000706,ATV001,2026-06-21 03:00:00,56.0,2.81,5.52,1441
LE0000707,ATV001,2026-06-21 06:00:00,50.6,4.22,4.44,1426
LE0000708,ATV001,2026-06-21 09:00:00,54.6,3.11,4.71,1424
LE0000709,ATV001,2026-06-21 12:00:00,49.2,3.42,4.96,1466
LE0000710,ATV001,2026-06-21 15:00:00,57.8,3.4,4.42,1486
LE0000711,ATV001,2026-06-21 18:00:00,57.7,3.61,4.94,1432
LE0000712,ATV001,2026-06-21 21:00:00,58.1,3.79,5.58,1463
LE0000713,ATV001,2026-06-22 00:00:00,56.4,3.8,5.01,1389
LE0000714,ATV001,2026-06-22 03:00:00,55.7,3.3,5.08,1433
LE0000715,ATV001,2026-06-22 06:00:00,52.6,3.44,4.56,1449
LE0000716,ATV001,2026-06-22 09:00:00,53.5,3.6,4.78,1424
LE0000717,ATV001,2026-06-22 12:00:00,52.9,3.41,4.87,1423
LE0000718,ATV001,2026-06-22 15:00:00,55.2,4.06,4.89,1431
LE0000719,ATV001,2026-06-22 18:00:00,56.7,3.67,5.45,1458
LE0000720,ATV001,2026-06-22 21:00:00,58.2,3.76,5.2,1445
LE0001201,ATV002,2026-05-24 00:00:00,65.5,2.66,1.55,1753
LE0001202,ATV002,2026-05-24 03:00:00,61.7,2.33,1.49,1756
LE0001203,ATV002,2026-05-24 06:00:00,58.7,2.92,1.35,1807
LE0001204,ATV002,2026-05-24 09:00:00,58.5,2.02,1.43,1758
LE0001205,ATV002,2026-05-24 12:00:00,60.9,2.83,1.47,1750
LE0001206,ATV002,2026-05-24 15:00:00,68.8,2.44,1.33,1758
LE0001207,ATV002,2026-05-24 18:00:00,66.7,2.71,1.42,1820
LE0001208,ATV002,2026-05-24 21:00:00,69.2,2.52,1.57,1780
LE0001209,ATV002,2026-05-25 00:00:00,68.5,2.78,1.65,1774
LE0001210,ATV002,2026-05-25 03:00:00,65.3,2.4,1.46,1776
LE0001211,ATV002,2026-05-25 06:00:00,62.1,2.23,1.58,1826
LE0001212,ATV002,2026-05-25 09:00:00,58.8,2.86,1.3,1753
LE0001213,ATV002,2026-05-25 12:00:00,65.1,2.47,1.57,1827
LE0001214,ATV002,2026-05-25 15:00:00,68.5,2.56,1.42,1787
LE0001215,ATV002,2026-05-25 18:00:00,64.5,2.81,1.53,1774
LE0001216,ATV002,2026-05-25 21:00:00,66.9,2.24,1.47,1869
LE0001217,ATV002,2026-05-26 00:00:00,67.2,2.65,1.64,1742
LE0001218,ATV002,2026-05-26 03:00:00,63.1,2.35,1.41,1767
LE0001219,ATV002,2026-05-26 06:00:00,63.2,2.47,1.57,1736
LE0001220,ATV002,2026-05-26 09:00:00,59.7,2.52,1.47,1814
LE0001221,ATV002,2026-05-26 12:00:00,66.5,2.12,1.48,1840
LE0001222,ATV002,2026-05-26 15:00:00,67.3,2.31,1.48,1839
LE0001223,ATV002,2026-05-26 18:00:00,68.2,2.84,1.41,1824
LE0001224,ATV002,2026-05-26 21:00:00,70.9,2.72,1.5,1773
LE0001225,ATV002,2026-05-27 00:00:00,69.9,2.48,1.49,1767
LE0001226,ATV002,2026-05-27 03:00:00,63.9,2.56,1.53,1721
LE0001227,ATV002,2026-05-27 06:00:00,60.7,2.43,1.51,1852
LE0001228,ATV002,2026-05-27 09:00:00,61.3,2.84,1.58,1797
LE0001229,ATV002,2026-05-27 12:00:00,63.9,2.45,1.6,1762
LE0001230,ATV002,2026-05-27 15:00:00,65.3,2.56,1.39,1827
LE0001231,ATV002,2026-05-27 18:00:00,64.7,2.79,1.59,1745
LE0001232,ATV002,2026-05-27 21:00:00,67.3,2.31,1.38,1794
LE0001233,ATV002,2026-05-28 00:00:00,67.6,2.89,1.56,1774
LE0001234,ATV002,2026-05-28 03:00:00,64.9,2.12,1.57,1803
LE0001235,ATV002,2026-05-28 06:00:00,66.1,2.91,1.3,1778
LE0001236,ATV002,2026-05-28 09:00:00,58.4,2.41,1.51,1728
LE0001237,ATV002,2026-05-28 12:00:00,63.2,2.44,1.45,1783
LE0001238,ATV002,2026-05-28 15:00:00,67.9,2.03,1.42,1817
LE0001239,ATV002,2026-05-28 18:00:00,72.2,2.39,1.64,1779
LE0001240,ATV002,2026-05-28 21:00:00,68.1,2.24,1.43,1808
LE0001241,ATV002,2026-05-29 00:00:00,68.7,2.35,1.42,1743
LE0001242,ATV002,2026-05-29 03:00:00,66.1,2.47,1.51,1779
LE0001243,ATV002,2026-05-29 06:00:00,62.6,2.74,1.57,1758
LE0001244,ATV002,2026-05-29 09:00:00,60.9,2.55,1.49,1807
LE0001245,ATV002,2026-05-29 12:00:00,63.1,2.58,1.62,1781
LE0001246,ATV002,2026-05-29 15:00:00,60.1,2.23,1.56,1805
LE0001247,ATV002,2026-05-29 18:00:00,69.1,2.28,1.27,1819
LE0001248,ATV002,2026-05-29 21:00:00,69.1,2.95,1.44,1805
LE0001249,ATV002,2026-05-30 00:00:00,67.3,2.32,1.44,1790
LE0001250,ATV002,2026-05-30 03:00:00,69.0,2.91,1.55,1744
LE0001251,ATV002,2026-05-30 06:00:00,60.9,2.44,1.22,1780
LE0001252,ATV002,2026-05-30 09:00:00,60.3,2.5,1.77,1761
LE0001253,ATV002,2026-05-30 12:00:00,66.1,2.77,1.56,1768
LE0001254,ATV002,2026-05-30 15:00:00,63.4,2.82,1.52,1767
LE0001255,ATV002,2026-05-30 18:00:00,66.7,2.47,1.62,1745
LE0001256,ATV002,2026-05-30 21:00:00,68.6,2.4,1.75,1710
LE0001257,ATV002,2026-05-31 00:00:00,69.4,2.49,1.59,1756
LE0001258,ATV002,2026-05-31 03:00:00,65.4,2.58,1.6,1787
LE0001259,ATV002,2026-05-31 06:00:00,59.7,2.72,1.51,1732
LE0001260,ATV002,2026-05-31 09:00:00,60.1,2.5,1.49,1781
LE0001261,ATV002,2026-05-31 12:00:00,61.1,2.65,1.45,1848
LE0001262,ATV002,2026-05-31 15:00:00,64.8,2.91,1.41,1816
LE0001263,ATV002,2026-05-31 18:00:00,68.6,2.6,1.43,1839
LE0001264,ATV002,2026-05-31 21:00:00,69.7,2.58,1.36,1794
LE0001265,ATV002,2026-06-01 00:00:00,64.3,2.12,1.49,1822
LE0001266,ATV002,2026-06-01 03:00:00,67.1,1.84,1.32,1754
LE0001267,ATV002,2026-06-01 06:00:00,62.7,2.6,1.52,1757
LE0001268,ATV002,2026-06-01 09:00:00,63.8,2.48,1.5,1682
LE0001269,ATV002,2026-06-01 12:00:00,63.1,2.37,1.52,1822
LE0001270,ATV002,2026-06-01 15:00:00,67.1,2.56,1.45,1835
LE0001271,ATV002,2026-06-01 18:00:00,68.7,2.48,1.82,1760
LE0001272,ATV002,2026-06-01 21:00:00,71.5,2.78,1.64,1771
LE0001273,ATV002,2026-06-02 00:00:00,68.8,2.52,1.37,1753
LE0001274,ATV002,2026-06-02 03:00:00,64.8,2.31,1.52,1794
LE0001275,ATV002,2026-06-02 06:00:00,66.7,2.75,1.44,1820
LE0001276,ATV002,2026-06-02 09:00:00,62.8,2.45,1.39,1718
LE0001277,ATV002,2026-06-02 12:00:00,63.4,2.63,1.36,1795
LE0001278,ATV002,2026-06-02 15:00:00,62.5,2.38,1.55,1770
LE0001279,ATV002,2026-06-02 18:00:00,65.2,2.34,1.43,1784
LE0001280,ATV002,2026-06-02 21:00:00,69.5,2.52,1.6,1796
LE0001281,ATV002,2026-06-03 00:00:00,68.0,2.5,1.6,1773
LE0001282,ATV002,2026-06-03 03:00:00,63.8,2.62,1.64,1776
LE0001283,ATV002,2026-06-03 06:00:00,62.5,2.43,1.41,1772
LE0001284,ATV002,2026-06-03 09:00:00,64.2,2.04,1.55,1815
LE0001285,ATV002,2026-06-03 12:00:00,63.6,2.39,1.57,1795
LE0001286,ATV002,2026-06-03 15:00:00,62.8,2.7,1.45,1788
LE0001287,ATV002,2026-06-03 18:00:00,67.5,2.43,1.42,1735
LE0001288,ATV002,2026-06-03 21:00:00,67.3,2.44,1.67,1767
LE0001289,ATV002,2026-06-04 00:00:00,67.0,2.75,1.52,1812
LE0001290,ATV002,2026-06-04 03:00:00,64.2,2.32,1.57,1781
LE0001291,ATV002,2026-06-04 06:00:00,61.3,2.11,1.41,1803
LE0001292,ATV002,2026-06-04 09:00:00,58.7,2.46,1.37,1843
LE0001293,ATV002,2026-06-04 12:00:00,62.0,2.38,1.44,1817
LE0001294,ATV002,2026-06-04 15:00:00,63.9,2.26,1.49,1783
LE0001295,ATV002,2026-06-04 18:00:00,62.0,2.46,1.39,1762
LE0001296,ATV002,2026-06-04 21:00:00,72.9,2.62,1.5,1689
LE0001297,ATV002,2026-06-05 00:00:00,69.9,2.5,1.32,1774
LE0001298,ATV002,2026-06-05 03:00:00,64.3,2.58,1.38,1768
LE0001299,ATV002,2026-06-05 06:00:00,62.3,2.95,1.57,1794
LE0001300,ATV002,2026-06-05 09:00:00,58.8,2.41,1.56,1775
LE0001301,ATV002,2026-06-05 12:00:00,65.5,2.57,1.46,1769
LE0001302,ATV002,2026-06-05 15:00:00,68.7,2.37,1.39,1717
LE0001303,ATV002,2026-06-05 18:00:00,68.1,2.29,1.39,1747
LE0001304,ATV002,2026-06-05 21:00:00,70.9,2.35,1.46,1797
LE0001305,ATV002,2026-06-06 00:00:00,68.1,2.38,1.57,1841
LE0001306,ATV002,2026-06-06 03:00:00,62.4,2.59,1.6,1777
LE0001307,ATV002,2026-06-06 06:00:00,61.4,3.09,1.45,1792
LE0001308,ATV002,2026-06-06 09:00:00,61.4,2.32,1.38,1814
LE0001309,ATV002,2026-06-06 12:00:00,61.4,2.4,1.53,1751
LE0001310,ATV002,2026-06-06 15:00:00,64.6,2.48,1.41,1793
LE0001311,ATV002,2026-06-06 18:00:00,67.6,2.6,1.45,1754
LE0001312,ATV002,2026-06-06 21:00:00,68.7,2.57,1.64,1811
LE0001313,ATV002,2026-06-07 00:00:00,67.9,2.82,1.59,1785
LE0001314,ATV002,2026-06-07 03:00:00,62.9,1.89,1.52,1791
LE0001315,ATV002,2026-06-07 06:00:00,60.8,1.9,1.37,1752
LE0001316,ATV002,2026-06-07 09:00:00,58.6,2.38,1.52,1805
LE0001317,ATV002,2026-06-07 12:00:00,64.1,2.77,1.61,1854
