id_leitura,id_ativo,data_hora,temperatura,vibracao,pressao,rpm
LE0000285,ATV001,2026-04-29 12:00:00,56.2,3.74,4.67,1435
LE0000286,ATV001,2026-04-29 15:00:00,51.8,3.64,5.38,1458
LE0000287,ATV001,2026-04-29 18:00:00,57.1,3.81,4.81,1459
LE0000288,ATV001,2026-04-29 21:00:00,59.3,3.72,5.28,1443
LE0000289,ATV001,2026-04-30 00:00:00,57.8,3.87,5.13,1427
LE0000290,ATV001,2026-04-30 03:00:00,54.0,3.31,5.64,1430
LE0000291,ATV001,2026-04-30 06:00:00,52.3,3.96,4.92,1423
LE0000292,ATV001,2026-04-30 09:00:00,50.9,3.57,4.88,1426
LE0000293,ATV001,2026-04-30 12:00:00,51.7,4.23,4.99,1448
LE0000294,ATV001,2026-04-30 15:00:00,56.4,3.26,4.89,1429
LE0000295,ATV001,2026-04-30 18:00:00,57.9,4.11,5.28,1470
LE0000296,ATV001,2026-04-30 21:00:00,57.2,3.57,4.43,1493
LE0000297,ATV001,2026-05-01 00:00:00,58.8,3.27,4.63,1433
LE0000298,ATV001,2026-05-01 03:00:00,55.5,3.33,4.63,1457
LE0000299,ATV001,2026-05-01 06:00:00,54.0,3.39,5.33,1464
LE0000300,ATV001,2026-05-01 09:00:00,52.7,3.65,5.6,1464
LE0000301,ATV001,2026-05-01 12:00:00,51.3,3.68,4.96,1452
LE0000302,ATV001,2026-05-01 15:00:00,54.1,3.3,4.94,1472
LE0000303,ATV001,2026-05-01 18:00:00,58.6,3.49,5.02,1464
LE0000304,ATV001,2026-05-01 21:00:00,59.3,4.25,5.41,1414
LE0000305,ATV001,2026-05-02 00:00:00,57.3,4.1,4.68,1475
LE0000306,ATV001,2026-05-02 03:00:00,55.2,3.65,5.08,1476
LE0000307,ATV001,2026-05-02 06:00:00,54.8,3.51,5.34,1428
LE0000308,ATV001,2026-05-02 09:00:00,50.7,3.54,5.18,1451
LE0000309,ATV001,2026-05-02 12:00:00,53.6,3.71,5.07,1470
LE0000310,ATV001,2026-05-02 15:00:00,54.7,3.14,5.35,1444
LE0000311,ATV001,2026-05-02 18:00:00,57.0,3.41,4.05,1481
LE0000312,ATV001,2026-05-02 21:00:00,60.1,2.92,5.24,1519
LE0000313,ATV001,2026-05-03 00:00:00,58.7,3.64,4.77,1427
LE0000314,ATV001,2026-05-03 03:00:00,56.3,3.73,4.36,1410
LE0000315,ATV001,2026-05-03 06:00:00,54.8,3.33,5.18,1459
LE0000316,ATV001,2026-05-03 09:00:00,51.7,4.05,5.48,1471
LE0000317,ATV001,2026-05-03 12:00:00,53.8,3.07,4.95,1443
LE0000318,ATV001,2026-05-03 15:00:00,54.5,2.99,5.33,1492
LE0000319,ATV001,2026-05-03 18:00:00,57.9,3.58,5.56,1411
LE0000320,ATV001,2026-05-03 21:00:00,58.1,3.87,5.46,1470
LE0000321,ATV001,2026-05-04 00:00:00,57.5,4.09,5.57,1432
LE0000322,ATV001,2026-05-04 03:00:00,56.0,3.34,5.26,1500
LE0000323,ATV001,2026-05-04 06:00:00,51.3,3.88,5.03,1508
LE0000324,ATV001,2026-05-04 09:00:00,55.2,3.49,4.44,1428
LE0000325,ATV001,2026-05-04 12:00:00,51.0,3.44,4.91,1434
LE0000326,ATV001,2026-05-04 15:00:00,53.0,3.81,4.7,1475
LE0000327,ATV001,2026-05-04 18:00:00,59.2,3.73,5.76,1439
LE0000328,ATV001,2026-05-04 21:00:00,59.6,2.95,4.94,1449
LE0000329,ATV001,2026-05-05 00:00:00,58.4,4.02,5.04,1451
LE0000330,ATV001,2026-05-05 03:00:00,56.0,3.98,5.19,1394
LE0000331,ATV001,2026-05-05 06:00:00,52.6,3.28,5.02,1450
LE0000332,ATV001,2026-05-05 09:00:00,50.2,3.64,5.59,1430
LE0000333,ATV001,2026-05-05 12:00:00,52.8,3.67,4.78,1436
LE0000334,ATV001,2026-05-05 15:00:00,53.9,3.59,5.07,1492
LE0000335,ATV001,2026-05-05 18:00:00,58.9,3.31,4.74,1414
LE0000336,ATV001,2026-05-05 21:00:00,58.1,3.26,4.54,1474
LE0000337,ATV001,2026-05-06 00:00:00,56.0,3.49,4.79,1442
LE0000338,ATV001,2026-05-06 03:00:00,54.5,3.91,4.99,1442
LE0000339,ATV001,2026-05-06 06:00:00,53.3,3.69,4.85,1473
LE0000340,ATV001,2026-05-06 09:00:00,50.8,3.37,4.76,1460
LE0000341,ATV001,2026-05-06 12:00:00,51.3,3.77,4.51,1467
LE0000342,ATV001,2026-05-06 15:00:00,55.4,2.5,4.97,1478
LE0000343,ATV001,2026-05-06 18:00:00,57.7,3.9,4.47,1440
LE0000344,ATV001,2026-05-06 21:00:00,57.5,2.89,5.27,1432
LE0000345,ATV001,2026-05-07 00:00:00,56.6,3.37,5.03,1419
LE0000346,ATV001,2026-05-07 03:00:00,55.4,3.11,4.49,1426
LE0000347,ATV001,2026-05-07 06:00:00,50.3,3.05,4.89,1536
LE0000348,ATV001,2026-05-07 09:00:00,49.4,3.91,4.74,1486
LE0000349,ATV001,2026-05-07 12:00:00,51.5,3.34,5.11,1411
LE0000350,ATV001,2026-05-07 15:00:00,54.6,3.62,5.47,1412
LE0000351,ATV001,2026-05-07 18:00:00,57.8,3.48,4.34,1464
LE0000352,ATV001,2026-05-07 21:00:00,60.7,3.67,5.04,1466
LE0000353,ATV001,2026-05-08 00:00:00,58.7,3.53,4.94,1466
LE0000354,ATV001,2026-05-08 03:00:00,54.7,3.05,5.23,1443
LE0000355,ATV001,2026-05-08 06:00:00,52.6,3.85,5.07,1446
LE0000356,ATV001,2026-05-08 09:00:00,50.0,3.33,4.74,1460
LE0000357,ATV001,2026-05-08 12:00:00,52.6,2.96,4.89,1452
LE0000358,ATV001,2026-05-08 15:00:00,54.5,3.35,4.72,1386
LE0000359,ATV001,2026-05-08 18:00:00,57.9,4.03,5.38,1443
LE0000360,ATV001,2026-05-08 21:00:00,56.9,3.8,5.01,1425
LE0000361,ATV001,2026-05-09 00:00:00,58.2,3.38,5.67,1455
LE0000362,ATV001,2026-05-09 03:00:00,57.5,3.38,4.98,1537
LE0000363,ATV001,2026-05-09 06:00:00,52.5,3.39,4.75,1461
LE0000364,ATV001,2026-05-09 09:00:00,52.4,4.23,4.47,1441
LE0000365,ATV001,2026-05-09 12:00:00,53.8,3.63,4.37,1477
LE0000366,ATV001,2026-05-09 15:00:00,54.3,3.65,4.45,1464
LE0000367,ATV001,2026-05-09 18:00:00,57.7,3.86,5.09,1462
LE0000368,ATV001,2026-05-09 21:00:00,58.3,3.58,5.18,1468
LE0000369,ATV001,2026-05-10 00:00:00,57.5,3.41,4.45,1510
LE0000370,ATV001,2026-05-10 03:00:00,53.7,3.43,5.31,1417
LE0000371,ATV001,2026-05-10 06:00:00,52.7,3.47,4.83,1464
LE0000372,ATV001,2026-05-10 09:00:00,52.5,3.49,5.05,1423
LE0000373,ATV001,2026-05-10 12:00:00,55.1,3.75,5.56,1466
LE0000374,ATV001,2026-05-10 15:00:00,56.6,3.52,5.31,1423
LE0000375,ATV001,2026-05-10 18:00:00,60.9,3.76,4.91,1438
LE0000376,ATV001,2026-05-10 21:00:00,57.0,3.47,4.69,1441
LE0000377,ATV001,2026-05-11 00:00:00,58.8,3.53,4.25,1478
LE0000378,ATV001,2026-05-11 03:00:00,55.3,2.8,4.75,1477
LE0000379,ATV001,2026-05-11 06:00:00,56.3,3.82,4.93,1414
LE0000380,ATV001,2026-05-11 09:00:00,50.4,3.62,4.65,1452
LE0000381,ATV001,2026-05-11 12:00:00,51.3,3.85,4.95,1429
LE0000382,ATV001,2026-05-11 15:00:00,54.0,2.49,5.03,1414
LE0000383,ATV001,2026-05-11 18:00:00,53.8,4.23,4.92,1444
LE0000384,ATV001,2026-05-11 21:00:00,57.4,3.45,4.77,1441
LE0000385,ATV001,2026-05-12 00:00:00,56.1,3.89,5.06,1520
LE0000386,ATV001,2026-05-12 03:00:00,55.2,3.14,5.15,1463
LE0000387,ATV001,2026-05-12 06:00:00,53.2,3.71,4.62,1410
LE0000388,ATV001,2026-05-12 09:00:00,54.8,3.13,5.49,1434
LE0000389,ATV001,2026-05-12 12:00:00,54.2,3.28,4.97,1480
LE0000390,ATV001,2026-05-12 15:00:00,54.0,4.17,5.01,1511
LE0000391,ATV001,2026-05-12 18:00:00,55.9,3.43,5.25,1404
LE0000392,ATV001,2026-05-12 21:00:00,59.1,3.58,5.08,1395
LE0000393,ATV001,2026-05-13 00:00:00,55.2,3.8,5.33,1504
LE0000394,ATV001,2026-05-13 03:00:00,58.0,3.67,5.1,1461
LE0000395,ATV001,2026-05-13 06:00:00,54.6,3.55,4.79,1425
LE0000396,ATV001,2026-05-13 09:00:00,50.9,3.63,5.13,1466
LE0000397,ATV001,2026-05-13 12:00:00,49.8,4.34,4.6,1374
LE0000398,ATV001,2026-05-13 15:00:00,57.2,3.48,5.04,1450
LE0000399,ATV001,2026-05-13 18:00:00,57.1,3.57,4.99,1460
LE0000400,ATV001,2026-05-13 21:00:00,60.3,3.87,4.93,1477
LE0000401,ATV001,2026-05-14 00:00:00,54.7,3.89,4.96,1421
LE0000402,ATV001,2026-05-14 03:00:00,54.0,3.92,4.34,1452
LE0000403,ATV001,2026-05-14 06:00:00,52.7,3.72,4.81,1423
LE0000404,ATV001,2026-05-14 09:00:00,51.8,3.1,5.03,1457
LE0000405,ATV001,2026-05-14 12:00:00,51.9,4.07,5.06,1424
LE0000406,ATV001,2026-05-14 15:00:00,56.0,3.1,4.64,1438
LE0000407,ATV001,2026-05-14 18:00:00,55.6,3.61,5.44,1421
LE0000408,ATV001,2026-05-14 21:00:00,58.1,3.24,4.7,1469
LE0000409,ATV001,2026-05-15 00:00:00,57.5,3.48,5.34,1475
LE0000410,ATV001,2026-05-15 03:00:00,55.8,3.62,5.15,1443
LE0000411,ATV001,2026-05-15 06:00:00,53.8,3.61,4.77,1451
LE0000412,ATV001,2026-05-15 09:00:00,49.8,3.65,5.62,1408
LE0000413,ATV001,2026-05-15 12:00:00,50.1,4.06,4.58,1441
LE0000414,ATV001,2026-05-15 15:00:00,57.1,3.66,5.32,1449
LE0000415,ATV001,2026-05-15 18:00:00,57.9,3.41,5.35,1526
LE0000416,ATV001,2026-05-15 21:00:00,57.1,3.84,4.77,1418
LE0000417,ATV001,2026-05-16 00:00:00,59.9,3.92,5.49,1492
LE0000418,ATV001,2026-05-16 03:00:00,55.2,3.07,4.91,1479
LE0000419,ATV001,2026-05-16 06:00:00,54.6,3.71,5.1,1458
LE0000420,ATV001,2026-05-16 09:00:00,51.8,3.75,5.09,1501
LE0000421,ATV001,2026-05-16 12:00:00,56.1,3.4,4.95,1461
LE0000422,ATV001,2026-05-16 15:00:00,57.9,3.98,5.28,1461
LE0000423,ATV001,2026-05-16 18:00:00,56.9,3.45,5.28,1448
LE0000424,ATV001,2026-05-16 21:00:00,59.9,3.54,4.39,1485
LE0000425,ATV001,2026-05-17 00:00:00,58.4,3.44,5.46,1482
LE0000426,ATV001,2026-05-17 03:00:00,57.3,3.51,4.42,1432
LE0000427,ATV001,2026-05-17 06:00:00,51.1,3.12,5.36,1412
LE0000428,ATV001,2026-05-17 09:00:00,52.8,3.0,5.39,1444
LE0000429,ATV001,2026-05-17 12:00:00,54.4,4.06,4.62,1427
LE0000430,ATV001,2026-05-17 15:00:00,52.1,3.2,4.86,1448
LE0000431,ATV001,2026-05-17 18:00:00,55.4,3.15,4.61,1486
LE0000432,ATV001,2026-05-17 21:00:00,54.9,2.75,4.92,1437
LE0000433,ATV001,2026-05-18 00:00:00,56.9,3.28,4.89,1449
LE0000434,ATV001,2026-05-18 03:00:00,56.2,3.04,5.27,1452
LE0000435,ATV001,2026-05-18 06:00:00,55.1,4.07,5.46,1475
LE0000436,ATV001,2026-05-18 09:00:00,51.8,3.85,5.49,1385
LE0000437,ATV001,2026-05-18 12:00:00,55.4,3.26,4.8,1432
LE0000438,ATV001,2026-05-18 15:00:00,52.7,4.29,4.93,1456
LE0000439,ATV001,2026-05-18 18:00:00,54.5,3.84,4.41,1485
LE0000440,ATV001,2026-05-18 21:00:00,58.2,3.39,4.72,1436
LE0000441,ATV001,2026-05-19 00:00:00,58.0,2.63,5.34,1396
LE0000442,ATV001,2026-05-19 03:00:00,54.9,4.3,5.57,1468
LE0000443,ATV001,2026-05-19 06:00:00,49.3,3.01,4.57,1432
LE0000444,ATV001,2026-05-19 09:00:00,51.6,2.92,4.79,1415
LE0000445,ATV001,2026-05-19 12:00:00,50.5,3.86,4.99,1432
LE0000446,ATV001,2026-05-19 15:00:00,56.1,4.35,5.1,1445
LE0000447,ATV001,2026-05-19 18:00:00,57.9,3.98,4.72,1432
LE0000448,ATV001,2026-05-19 21:00:00,56.7,3.7,5.15,1386
LE0000449,ATV001,2026-05-20 00:00:00,56.5,3.71,4.83,1476
LE0000450,ATV001,2026-05-20 03:00:00,53.3,3.8,4.99,1487
LE0000451,ATV001,2026-05-20 06:00:00,52.6,3.77,5.19,1469
LE0000452,ATV001,2026-05-20 09:00:00,53.3,3.6,5.0,1417
LE0000453,ATV001,2026-05-20 12:00:00,51.0,3.54,4.85,1444
LE0000454,ATV001,2026-05-20 15:00:00,55.8,3.48,4.96,1450
LE0000455,ATV001,2026-05-20 18:00:00,56.5,3.24,4.97,1467
LE0000456,ATV001,2026-05-20 21:00:00,57.0,3.4,4.87,1469
LE0000457,ATV001,2026-05-21 00:00:00,57.2,2.91,4.91,1429
LE0000458,ATV001,2026-05-21 03:00:00,53.3,3.47,5.56,1452
LE0000459,ATV001,2026-05-21 06:00:00,51.8,3.15,5.2,1463
LE0000460,ATV001,2026-05-21 09:00:00,49.7,3.11,4.9,1492
LE0000461,ATV001,2026-05-21 12:00:00,55.9,3.56,5.24,1470
LE0000462,ATV001,2026-05-21 15:00:00,55.1,3.99,4.88,1473
LE0000463,ATV001,2026-05-21 18:00:00,56.2,3.82,5.41,1452
LE0000464,ATV001,2026-05-21 21:00:00,58.7,2.95,5.13,1491
LE0000465,ATV001,2026-05-22 00:00:00,57.1,3.15,4.96,1462
LE0000466,ATV001,2026-05-22 03:00:00,54.6,3.83,5.16,1425
LE0000467,ATV001,2026-05-22 06:00:00,53.7,3.16,4.45,1491
LE0000468,ATV001,2026-05-22 09:00:00,52.9,3.42,4.61,1470
LE0000469,ATV001,2026-05-22 12:00:00,51.8,3.69,4.58,1437
LE0000470,ATV001,2026-05-22 15:00:00,54.0,3.16,5.05,1436
LE0000471,ATV001,2026-05-22 18:00:00,56.9,3.54,5.61,1459
LE0000472,ATV001,2026-05-22 21:00:00,54.5,3.03,5.78,1463
LE0000473,ATV001,2026-05-23 00:00:00,54.8,3.29,5.22,1456
LE0000474,ATV001,2026-05-23 03:00:00,57.3,3.61,5.18,1459
LE0000475,ATV001,2026-05-23 06:00:00,55.4,2.94,4.37,1499
LE0000476,ATV001,2026-05-23 09:00:00,51.3,3.65,4.81,1481
LE0000477,ATV001,2026-05-23 12:00:00,53.6,3.49,4.72,1456
LE0000478,ATV001,2026-05-23 15:00:00,55.5,3.69,4.78,1477
LE0000479,ATV001,2026-05-23 18:00:00,62.4,3.58,4.94,1420
LE0000480,ATV001,2026-05-23 21:00:00,60.1,3.98,4.83,1462
LE0000961,ATV002,2026-04-24 00:00:00,66.8,2.35,1.39,1757
LE0000962,ATV002,2026-04-24 03:00:00,63.8,2.32,1.68,1803
LE0000963,ATV002,2026-04-24 06:00:00,63.2,2.74,1.41,1817
LE0000964,ATV002,2026-04-24 09:00:00,60.4,2.16,1.52,1801
LE0000965,ATV002,2026-04-24 12:00:00,62.0,2.9,1.58,1838
LE0000966,ATV002,2026-04-24 15:00:00,66.4,2.71,1.44,1795
LE0000967,ATV002,2026-04-24 18:00:00,64.0,2.77,1.59,1737
LE0000968,ATV002,2026-04-24 21:00:00,71.5,2.38,1.37,1829
LE0000969,ATV002,2026-04-25 00:00:00,67.9,2.46,1.65,1758
LE0000970,ATV002,2026-04-25 03:00:00,64.2,2.14,1.5,1812
LE0000971,ATV002,2026-04-25 06:00:00,62.1,2.37,1.44,1836
LE0000972,ATV002,2026-04-25 09:00:00,61.0,2.62,1.47,1796
LE0000973,ATV002,2026-04-25 12:00:00,58.9,2.82,1.58,1727
LE0000974,ATV002,2026-04-25 15:00:00,67.9,2.22,1.44,1747
LE0000975,ATV002,2026-04-25 18:00:00,67.8,2.41,1.42,1827
LE0000976,ATV002,2026-04-25 21:00:00,69.8,2.46,1.48,1774
LE0000977,ATV002,2026-04-26 00:00:00,69.6,2.15,1.38,1783
LE0000978,ATV002,2026-04-26 03:00:00,63.0,2.65,1.69,1807
LE0000979,ATV002,2026-04-26 06:00:00,63.2,2.32,1.44,1805
LE0000980,ATV002,2026-04-26 09:00:00,60.6,2.45,1.59,1790
LE0000981,ATV002,2026-04-26 12:00:00,63.9,2.39,1.52,1773
LE0000982,ATV002,2026-04-26 15:00:00,60.9,2.3,1.4,1769
LE0000983,ATV002,2026-04-26 18:00:00,67.6,2.5,1.5,1811
LE0000984,ATV002,2026-04-26 21:00:00,67.7,2.45,1.58,1800
LE0000985,ATV002,2026-04-27 00:00:00,68.6,2.41,1.48,1771
LE0000986,ATV002,2026-04-27 03:00:00,65.9,2.32,1.63,1819
LE0000987,ATV002,2026-04-27 06:00:00,60.9,2.58,1.61,1775
LE0000988,ATV002,2026-04-27 09:00:00,59.7,2.91,1.6,1750
LE0000989,ATV002,2026-04-27 12:00:00,62.0,2.53,1.45,1753
LE0000990,ATV002,2026-04-27 15:00:00,63.3,2.75,1.39,1745
LE0000991,ATV002,2026-04-27 18:00:00,69.4,2.15,1.44,1770
LE0000992,ATV002,2026-04-27 21:00:00,68.2,2.54,1.52,1824
LE0000993,ATV002,2026-04-28 00:00:00,62.1,2.23,1.56,1751
LE0000994,ATV002,2026-04-28 03:00:00,64.3,2.13,1.27,1787
LE0000995,ATV002,2026-04-28 06:00:00,60.2,2.32,1.5,1757
LE0000996,ATV002,2026-04-28 09:00:00,57.9,2.8,1.52,1771
LE0000997,ATV002,2026-04-28 12:00:00,59.8,2.74,1.47,1726
LE0000998,ATV002,2026-04-28 15:00:00,65.2,2.56,1.64,1772
LE0000999,ATV002,2026-04-28 18:00:00,70.3,2.12,1.54,1773
LE0001000,ATV002,2026-04-28 21:00:00,69.5,2.45,1.64,1799
LE0001001,ATV002,2026-04-29 00:00:00,66.6,2.58,1.48,1788
LE0001002,ATV002,2026-04-29 03:00:00,65.9,2.54,1.6,1737
LE0001003,ATV002,2026-04-29 06:00:00,61.3,2.04,1.67,1819
LE0001004,ATV002,2026-04-29 09:00:00,59.7,2.28,1.64,1787
LE0001005,ATV002,2026-04-29 12:00:00,60.0,2.48,1.39,1787
LE0001006,ATV002,2026-04-29 15:00:00,61.6,2.63,1.47,1780
LE0001007,ATV002,2026-04-29 18:00:00,67.0,1.95,1.46,1762
LE0001008,ATV002,2026-04-29 21:00:00,69.2,2.46,1.55,1788
LE0001009,ATV002,2026-04-30 00:00:00,67.6,2.54,1.57,1797
LE0001010,ATV002,2026-04-30 03:00:00,64.2,2.71,1.41,1718
LE0001011,ATV002,2026-04-30 06:00:00,60.4,2.67,1.51,1761
LE0001012,ATV002,2026-04-30 09:00:00,62.3,2.65,1.29,1771
LE0001013,ATV002,2026-04-30 12:00:00,59.7,2.3,1.65,1789
LE0001014,ATV002,2026-04-30 15:00:00,66.5,2.02,1.45,1822
LE0001015,ATV002,2026-04-30 18:00:00,65.8,2.4,1.51,1753
LE0001016,ATV002,2026-04-30 21:00:00,67.4,2.75,1.47,1762
LE0001017,ATV002,2026-05-01 00:00:00,64.9,2.85,1.62,1762
LE0001018,ATV002,2026-05-01 03:00:00,64.0,2.68,1.2,1751
LE0001019,ATV002,2026-05-01 06:00:00,64.1,2.61,1.5,1768
LE0001020,ATV002,2026-05-01 09:00:00,62.1,2.59,1.49,1807
LE0001021,ATV002,2026-05-01 12:00:00,64.2,2.36,1.45,1742
LE0001022,ATV002,2026-05-01 15:00:00,66.0,2.47,1.68,1795
LE0001023,ATV002,2026-05-01 18:00:00,65.6,2.92,1.41,1719
LE0001024,ATV002,2026-05-01 21:00:00,68.3,2.26,1.58,1760
LE0001025,ATV002,2026-05-02 00:00:00,66.2,2.9,1.54,1768
LE0001026,ATV002,2026-05-02 03:00:00,67.6,2.42,1.63,1840
LE0001027,ATV002,2026-05-02 06:00:00,59.9,2.83,1.43,1770
LE0001028,ATV002,2026-05-02 09:00:00,62.8,2.15,1.42,1702
LE0001029,ATV002,2026-05-02 12:00:00,64.0,2.65,1.62,1709
LE0001030,ATV002,2026-05-02 15:00:00,68.6,2.32,1.54,1781
LE0001031,ATV002,2026-05-02 18:00:00,67.0,2.15,1.34,1802
LE0001032,ATV002,2026-05-02 21:00:00,70.3,2.55,1.44,1793
LE0001033,ATV002,2026-05-03 00:00:00,72.2,2.75,1.54,1786
LE0001034,ATV002,2026-05-03 03:00:00,63.8,2.29,1.59,1821
LE0001035,ATV002,2026-05-03 06:00:00,59.2,2.13,1.43,1761
LE0001036,ATV002,2026-05-03 09:00:00,57.4,2.48,1.19,1812
LE0001037,ATV002,2026-05-03 12:00:00,63.6,2.48,1.55,1722
LE0001038,ATV002,2026-05-03 15:00:00,61.3,2.64,1.37,1748
LE0001039,ATV002,2026-05-03 18:00:00,67.0,2.74,1.29,1716
LE0001040,ATV002,2026-05-03 21:00:00,69.8,2.49,1.2,1770
LE0001041,ATV002,2026-05-04 00:00:00,68.1,2.96,1.59,1778
LE0001042,ATV002,2026-05-04 03:00:00,65.8,2.56,1.51,1784
LE0001043,ATV002,2026-05-04 06:00:00,62.7,2.41,1.48,1782
LE0001044,ATV002,2026-05-04 09:00:00,63.6,2.1,1.65,1747
LE0001045,ATV002,2026-05-04 12:00:00,60.4,2.43,1.57,1773
LE0001046,ATV002,2026-05-04 15:00:00,63.7,2.42,1.67,1727
LE0001047,ATV002,2026-05-04 18:00:00,66.3,2.74,1.35,1829
LE0001048,ATV002,2026-05-04 21:00:00,70.5,2.62,1.5,1769
LE0001049,ATV002,2026-05-05 00:00:00,69.5,2.21,1.33,1763
LE0001050,ATV002,2026-05-05 03:00:00,65.9,2.54,1.48,1837
LE0001051,ATV002,2026-05-05 06:00:00,64.6,2.67,1.47,1736
LE0001052,ATV002,2026-05-05 09:00:00,58.8,2.88,1.57,1740
LE0001053,ATV002,2026-05-05 12:00:00,65.5,2.72,1.5,1741
LE0001054,ATV002,2026-05-05 15:00:00,68.0,2.69,1.57,1778
LE0001055,ATV002,2026-05-05 18:00:00,69.2,2.52,1.57,1795
LE0001056,ATV002,2026-05-05 21:00:00,72.4,2.6,1.73,1806
LE0001057,ATV002,2026-05-06 00:00:00,64.5,2.81,1.47,1872
LE0001058,ATV002,2026-05-06 03:00:00,64.0,2.17,1.4,1700
LE0001059,ATV002,2026-05-06 06:00:00,60.8,2.41,1.53,1802
LE0001060,ATV002,2026-05-06 09:00:00,62.5,2.31,1.42,1760
LE0001061,ATV002,2026-05-06 12:00:00,60.2,2.59,1.66,1759
LE0001062,ATV002,2026-05-06 15:00:00,66.5,2.81,1.47,1758
LE0001063,ATV002,2026-05-06 18:00:00,70.4,2.35,1.44,1748
LE0001064,ATV002,2026-05-06 21:00:00,70.3,1.9,1.45,1840
LE0001065,ATV002,2026-05-07 00:00:00,68.3,2.4,1.58,1810
LE0001066,ATV002,2026-05-07 03:00:00,63.1,2.73,1.48,1781
LE0001067,ATV002,2026-05-07 06:00:00,60.6,2.63,1.43,1828
LE0001068,ATV002,2026-05-07 09:00:00,63.5,2.61,1.67,1726
LE0001069,ATV002,2026-05-07 12:00:00,63.8,2.43,1.41,1733
LE0001070,ATV002,2026-05-07 15:00:00,64.9,2.18,1.5,1702
LE0001071,ATV002,2026-05-07 18:00:00,66.9,2.63,1.57,1755
LE0001072,ATV002,2026-05-07 21:00:00,64.9,2.29,1.33,1786
LE0001073,ATV002,2026-05-08 00:00:00,65.7,3.05,1.55,1784
LE0001074,ATV002,2026-05-08 03:00:00,68.7,2.64,1.39,1785
LE0001075,ATV002,2026-05-08 06:00:00,59.7,2.35,1.59,1730
LE0001076,ATV002,2026-05-08 09:00:00,61.5,2.35,1.4,1809
LE0001077,ATV002,2026-05-08 12:00:00,64.2,2.48,1.57,1789
